"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#201507242404,3,2015/07/24,2017/05/26,ISSUED,9,2018/05/26,295000,295000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,3,3,,22,561,3,2647,,PIERCE,ST,0,,"JOSHUA ELIAS",GROUT,4157602123,"LARKSPUR BUILDER",116,WARD,ST,LARKSPUR,CA,94939-0000,,,"BASEMENT 1ST FL 2ND FL: NO WORK. 3RD FL: INTERIOR REMODELING & MINOR INFILL ADDITIONS AT REAR CORNERS OF BUILDING. ROOF: (N) DORMER @ FRONT MINIMAL VISIBILITY FROM STREET  (N) ROOF DECK @ REAR.",
#201509046223,8,2015/09/04,2017/05/09,ISSUED,9,2018/05/09,18000,50000,APARTMENTS,5,APARTMENTS,5,2,,4,4,3,,2,145,4,1135,,KEARNY,ST,0,,"JEFFREY HO",*,4158066896,"J. HO CONSTRUCTION INC",176,ELDER,AV,MILLBRAE,CA,94030-0000,,,"SOFT STORY SEISMIC UPGRADE (2012 IEBC  CHAPTER 34B  APPENDIX A4)",
#201509106580,3,2015/09/10,2017/05/02,ISSUED,9,2019/05/02,60000,660000,"RETAIL SALES",,"RETAIL SALES",,2,,1,1,1,,27,3509,10,70,,WASHBURN,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"PROPOSED INTERIOR RENOVATION OF (E) OFFICE SPACE @ GROUND FLOOR & MEZZANINE LEVEL. VOLUNTARY ADA UPGRADE. NO CHANGE OF USE PER PLANNING. CHANGE OF OCCUPANCY PER BUILDING CODE. N/A FOR MAHER ORDINANCE NO.155-13.",
#201509116719,8,2015/09/11,2017/05/05,ISSUED,9,2017/11/05,20000,20000,APARTMENTS,5,APARTMENTS,5,2,,2,2,2,,3,6601,5,1574,,CHURCH,ST,,,BING,WU,4153929233,"BING WU CONSTRUCTION CO.",1019,STOCKTON,ST,"SAN FRANCISCO",CA,94108-0000,,,"SOFT STORY PROGRAM. 2012 IEBC A.4. SEISMIC RETROFIT",
#201509227691,3,2015/09/22,2017/05/30,ISSUED,9,2018/05/30,120000,214550,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,9,6043,22,439,,HAMILTON,ST,,,"SU LIN",GUO,4152151988,"G L CONSTRUCTION COMPANY",439,HAMILTON,ST,"SAN FRANCISCO",CA,94134-0000,,,"REAR 2 STORY HORIZONTAL ADDITION. 1ST FLOOR: ADD 1 FULL BATH  1 STUDY ROOM  1 BEDROOM & 1 PLAYROOM. 2ND FLOOR: ADD 2 FULL BATHS & 2 BEDROOMS.",
#201510018572,8,2015/10/01,2017/05/15,ISSUED,9,2017/11/15,15000,15000,APARTMENTS,6,APARTMENTS,6,2,,2,2,2,,7,6631,1,1604,,SANCHEZ,ST,0,,PATRICK,REILLY,4153173731,"TRIM FIT CONSTR. - O'REILLY ENGINEERING",121,SCENIC,CT,"SAN BRUNO",CA,94066-0000,,,"SOFT STORY RETROFIT PER SFBC CHAPTER 34B  2012 IEBC APPENDIX A-4.",
#201510159731,3,2015/10/15,2017/05/26,ISSUED,9,2018/05/26,100000,230574.64,"RESIDENTIAL HOTEL",58,"RESIDENTIAL HOTEL",58,2,,4,4,4,,5,341,8,56,,MASON,ST,,,"PABLO SUAREZ",HERNANDEZ,5102305534,"P-T GROUP INC",225,DUBOCE,AV,RICHMOND,CA,94801-0000,,,"INSTALL 402 NEW SPRINKLER HEADS ON BASEMENT  1ST  2ND  3RD  4TH FLOOR IN PENTHOUSE ROOF; also  install standpipe through all floors for sprinkler system. MAHER NA. Ref TI 2013-0130-9114. REVISION 2014-04-22-3867.",
#201510159763,8,2015/10/15,2017/05/19,ISSUED,9,2018/05/19,125000,125000,"WAREHOUSE NO FRNITUR",0,"WAREHOUSE NO FRNITUR",0,2,,4,4,0,,22,1939,1,600,,CALIFORNIA,AV,,"BLDG 3","JOHN F",CONNOLLY,9252280924,"JFC CONSTRUCTION INC.",4901,PACHECO,BL,MARTINEZ,CA,94553-0000,,,"VERIZON: INSTALLATION OF TELECOMMUNICATION FACILITY  ANTENNA  RRM  SURGE PROTECTION  GPS & POWER AND FIBER CONNECTIONS. HANGER 3",
#201510169989,6,2015/10/16,2017/05/10,ISSUED,9,2018/05/10,200000,200000,"WAREHOUSE  FURNITURE",0,,,2,,1,,2,,1,4044,13,777,,TENNESSEE,ST,,,"R V STICH CONSTRUCTION INC",,5104129070,"R.V. STICH  INC.",,"P.O. BOX 1707",*,RICHMOND,CA,94802-0707,,,"BLDG# 1. TO DEMOLISH 1 STORY  FURNITURE WAREHOUSE  RETAIL STORE. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",
#201510169991,6,2015/10/16,2017/05/10,ISSUED,9,2017/11/10,15000,15000,"WAREHOUSE  FURNITURE",0,,,2,,1,,2,,1,4044,13,777,,TENNESSEE,ST,,,"R V STICH CONSTRUCTION INC",,5104129070,"R.V. STICH  INC.",,"P.O. BOX 1707",*,RICHMOND,CA,94802-0707,,,"BLDG# 2. TO DEMOLISH 1 STORY  FURNITURE PRODUCT STORAGE.",
#201510210322,8,2015/10/21,2017/05/11,ISSUED,9,2017/09/11,5000,30000,THEATER,0,THEATER,0,2,,2,2,2,,8,340,11,80,,TURK,ST,,,"ELLIOTT M",NESTAL,9252543401,"NCR CONSTRUCTION INC",1245,HOWARD,ST,"SAN FRANCISCO",CA,94103-0000,,,"REVISION TO APP#201404284291. ADDITION OF 2 RESTROOMS AND 1 ADA COMPLIANT SHOWER TO BASEMENT.",
#201511041716,3,2015/11/04,2017/05/03,ISSUED,9,2018/05/03,120000,120000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,2,2,1,,10,5713,21,3651,,MISSION,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"LEVEL TWO -ADD SMALL REAR ADDITIN AT DECK OVER EXISTING LEVEL ONE. MOVE BATHROOMS & ADD BEDROOM.",
#201511061972,8,2015/11/06,2017/05/17,ISSUED,9,2018/05/17,275000,100000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,1,2,1,,4,3111,5,145,,HAZELWOOD,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"LOWER BASEMENT FLOOR/NEW SLAB  FOUNDATION WORK ONLY. MEP ARE UNDER SEPARATE PERMIT.",
#201511193043,3,2015/11/19,2017/05/09,ISSUED,9,2018/05/09,275000,275000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,3,1,,8,6589,002C,1421,,DIAMOND,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"H & V ADDITION  ADD 3RD FL  885 SQ FT. INCLUDE 3 BEDRMS  2 BQATHS  CLOSETS & A DECK OVER 2ND FL  EXTEND BEDRM 3 FT AT REAR & REMODEL KITCHEN & BATH . GROUND FL ADDITION AT REAR VARIES FROM 6-8 FT. GROUND FL IMPROVEMENTS INCL BEDRM & BATHRM REMODEL  NEW FAMILY RM  LAUNDRY RM & CLOSETS ",
#201511243543,3,2015/11/24,2017/05/01,ISSUED,9,2018/05/01,260000,260000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,4,2206,41,2146,,12TH,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"REAR VERTICAL & HORIZONTAL ADDITION  ROOF DECK  BRIDGE TO YARD  GROUND FLOOR BEDROOM & OFFICE.",
#201511303781,3,2015/11/30,2017/05/09,ISSUED,9,2017/11/09,20000,20000,OFFICE,,OFFICE,,2,,2,2,1,,26,5431A,001M,6150,,03RD,ST,,,"DAREN S.",DUNCAN,9163150500,"QUALITY TELECOM CONSULTANTS",,"PO BOX 807",,LOOMIS,CA,95650-0000,,,"MODIFY AN (E) TELECOMMUNICATIONS FACILITY BY REPLACING 6 (E) 4'PANEL ANTENNAS WITH 6 NEW PANEL ANTENNAS; INSTALLING 3 NEW RRU'S; INSTALLING 3 NEW DIPEXERS  REPLACING 6 (E) TMA'S 6 NEW TMA'S",
#201512104668,8,2015/12/10,2017/05/17,ISSUED,9,2018/05/18,75000,125000,APARTMENTS,6,APARTMENTS,6,2,,4,4,4,,7,3554,3,1914,,MISSION,ST,,,ALEJANDRO,SERRANO,4158124154,"HEAVY DUTY CONSTRUCTION",4630,GEARY,ST,"SAN FRANCISCO",CA,94118-0000,,,"MANDATORY SOFT STORY RETROFIT PER SOFT STORY MANDATE CHAPTER 34B OF THE  S.F. BLDG CODE USING 2012 IEBC APPENDIX A-4 (RESIDENTIAL)",
#201512104668,8,2015/12/10,2017/05/17,ISSUED,9,2018/05/18,75000,125000,APARTMENTS,6,APARTMENTS,6,2,,4,4,4,,7,3554,3,1922,,MISSION,ST,,,ALEJANDRO,SERRANO,4158124154,"HEAVY DUTY CONSTRUCTION",4630,GEARY,ST,"SAN FRANCISCO",CA,94118-0000,,,"MANDATORY SOFT STORY RETROFIT PER SOFT STORY MANDATE CHAPTER 34B OF THE  S.F. BLDG CODE USING 2012 IEBC APPENDIX A-4 (RESIDENTIAL)",
#201512104675,8,2015/12/10,2017/05/17,ISSUED,9,2017/11/17,25000,25000,"RETAIL SALES",6,"RETAIL SALES",6,2,,4,4,4,,7,3554,3,1912,,MISSION,ST,,,ALEJANDRO,SERRANO,4158124154,"HEAVY DUTY CONSTRUCTION",4630,GEARY,ST,"SAN FRANCISCO",CA,94118-0000,,,"MANDATORY SOFT STORY RETROFIT PER SOFT STORY MANDATE CHAPTER 34B OF THE  S.F. BLDG CODE USING 2012 IEBC APPENDIX A-4. (COMMERCIAL)",
#201512145054,1,2015/12/14,2017/05/18,ISSUED,9,2023/05/18,80000000,110000000,,,APARTMENTS,256,2,,,8,0,,143,4167,13,1395,,22ND,ST,,,SCOTT,BRAUNINGER,4158821534,"BUILD GROUP INC.",457,MINNA,ST,"SAN FRANCISCO",CA,94103-0000,,,"TO ERECT 8 STORIES  1 BASEMENT  256 RESIDNETIAL  INDUSTRIAL BUILDING.  (R-2 A-3 F-1 S-2) ** MAHER: N/A **",
#201512296028,3,2015/12/29,2017/05/10,ISSUED,9,2018/05/10,300000,300000,,,,,2,,,,2,,5,4044,13,777,,TENNESSEE,ST,,,DON,FISHER,4152971265,"FISHER DEVELOPMENT",601,"CALIFORNIA ST STE 300",,"SAN FRANCISCO",CA,94108-0000,,,"EXCAVATION  SHORING & TIEBACK FOR NEW CONSTRUCTION PA# 2015/07/14/1485. ** MAHER: YES! ROUTE TO DPH **",
#201512306165,3,2015/12/30,2017/05/18,ISSUED,9,2019/05/18,150000,650000,APARTMENTS,3,APARTMENTS,3,2,Y,3,3,3,,40,999,16,3156,,CLAY,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"NEW ROOF DECK&ELEVATOR.UNIT 3156:RECONFIGURE INTERIOR SPACES NEW BATH  LOUNGE AREA  NEW REAR PATIO  EXCAVATION OF 19.44 CU YARDS LANDSCAPE& SKYLIGHTS. UNIT 3158: RECONFIGURE LVING SPACES NEW DECK  NEW BATH. UNIT 3160 RECONFIG INTERIOR SPACE  NEW SKYLIGHTS.REF 20150804 /201508134171.",
#201512306165,3,2015/12/30,2017/05/18,ISSUED,9,2019/05/18,150000,650000,APARTMENTS,3,APARTMENTS,3,2,Y,3,3,3,,40,999,16,3160,,CLAY,ST,0,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"NEW ROOF DECK&ELEVATOR.UNIT 3156:RECONFIGURE INTERIOR SPACES NEW BATH  LOUNGE AREA  NEW REAR PATIO  EXCAVATION OF 19.44 CU YARDS LANDSCAPE& SKYLIGHTS. UNIT 3158: RECONFIGURE LVING SPACES NEW DECK  NEW BATH. UNIT 3160 RECONFIG INTERIOR SPACE  NEW SKYLIGHTS.REF 20150804 /201508134171.",
#201601066462,8,2016/01/06,2017/05/04,ISSUED,9,2018/05/04,200000,250000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,3,0,,29,2414,27,184,,"FOREST SIDE",AV,,,DERMOT,BARRY,4159878986,"DERMOT BARRY CONSTRUCTION",1770,"GOLDEN GATE",AV,"SAN FRANCISCO",CA,94115-0000,,,"REMOVAL/ADDITION OF INTERIOR PARTITIONS  UPGRADING INTERIOR FINISHES  UPGRADING MEP SYSTEMS. REMOVAL OF EXTERIOR STAIR AND ADDITION OF EXTERIOR DECK  REMOKDEL OF KITCHEN AND BATHROOMS. CAPTURE OF EXTERIOR UNDER STAIR STORAGE I NTO FINISHED SPACE AT GROUND FLOOR LEVEL",
#201601147099,8,2016/01/14,2017/05/19,ISSUED,9,2018/05/19,85000,85000,APARTMENTS,18,APARTMENTS,18,2,,3,3,3,,6,5501,57,3365,,"CESAR CHAVEZ",ST,0,,"WILLIAM KEVIN",LORDAN,4155663854,"LORDAN CONSTRUCTION",2518,21ST,AV,"SAN FRANCISCO",CA,94116-0000,,,"MANDATOR SEISMIC RETROFIT FOR WOOD FRAME BUILDING PER 2013 SFBC CHAPTER 34 B.  METHOD USED 2012 INT EXISTING BUILDING CODE CHAP 4A",
