"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#201511031569,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,56,,HARBOR,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031569,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,58,,HARBOR,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031569,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,62,,HARBOR,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031569,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,64,,HARBOR,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031570,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,847,,INNES,AV,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031570,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,849,,INNES,AV,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031570,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,851,,INNES,AV,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031570,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,859,,INNES,AV,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031570,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,861,,INNES,AV,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031571,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,14,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031571,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,16,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031571,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,2,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031571,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,4,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031571,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,6,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031572,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,18,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031572,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,20,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031572,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,22,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031572,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,26,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031572,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,28,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031573,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,Y,2,2,0,,12,4700,39,30,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. ONE STAND ALONE TRASH ENCLOSURE. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031573,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,Y,2,2,0,,12,4700,39,32,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. ONE STAND ALONE TRASH ENCLOSURE. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031573,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,Y,2,2,0,,12,4700,39,34,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. ONE STAND ALONE TRASH ENCLOSURE. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031573,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,Y,2,2,0,,12,4700,39,38,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. ONE STAND ALONE TRASH ENCLOSURE. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031573,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,Y,2,2,0,,12,4700,39,40,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. ONE STAND ALONE TRASH ENCLOSURE. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031574,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,42,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031574,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,44,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031574,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,46,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031574,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,54,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031574,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,2000000,2000000,APARTMENTS,8,APARTMENTS,8,3,,2,2,0,,12,4700,39,56,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031575,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,58,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031575,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,60,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031575,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,62,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031575,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,66,,NORTHRIDGE,RD,,D,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031575,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,68,,NORTHRIDGE,RD,,D,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031576,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,70,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031576,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,72,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031576,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,74,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031576,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,78,,NORTHRIDGE,RD,,D,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031576,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,80,,NORTHRIDGE,RD,,D,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031577,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,82,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031577,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,84,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031577,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,86,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031577,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,90,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031577,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,12,4700,39,92,,NORTHRIDGE,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES.",
#201511031578,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,23,4700,41,100,,KISKA,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES. ADD FOUR ADDRESSES.",
#201511031578,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,23,4700,41,102,,KISKA,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES. ADD FOUR ADDRESSES.",
#201511031578,3,2015/11/03,2016/06/15,ISSUED,9,2018/12/15,1500000,1500000,APARTMENTS,6,APARTMENTS,6,3,,2,2,0,,23,4700,41,104,,KISKA,RD,,,ROBERT,NIBBI,4158631820,"NIBBI BROS ASSOC INC",1000,"BRANNAN STREET  STE 102",,"SAN FRANCISCO",CA,94103-0000,,,"RAD PRIORITY. EXTERIOR REHAB: ROOF  WINDOWS  PAINT. INTERIOR REHAB: HVAC  ELECTRICAL PLUMBING  FIRE SPRINKLERS  CABINETS  FIXTURES & FINISHES. ADD FOUR ADDRESSES.",
