"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#201410179231,3,2014/10/17,2017/03/29,ISSUED,9,2018/03/29,96000,96000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,8,6326,8,76,,CIELITO,DR,,,TONY,KIANI,8884180105,"PACIFIC CONSTRUCTION & DESIGN",1250,"OAKMEAD PARKWAY #210",,SUNNYVALE,CA,94085-0000,,,"GROUND FLOOR REHABILITATION & LEGALIZATION.HORIZONTAL ADDITION ON SECOND FLOOR KITCHEN & BATHROOM REHABILITATION & MINOR LIGHT WELL ADDITION.",
#201410219535,3,2014/10/21,2017/03/17,ISSUED,9,2018/03/17,68000,155000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,2,,2,2,1,,14,5909,23,167,,HARVARD,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"LEGALIZE OF GROUND FLOOR UNIT WITH 2 BEDROOMS  A LIVING ROOM  A KITCHEN AND 2 BATHROOMS AND ONE STUDY PER PLAN.     ",
#201410239695,3,2014/10/23,2017/03/08,ISSUED,9,2018/03/08,50000,50000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,20,7114,17,236,,SADOWA,ST,,,"JIA MING",CHEN,4153082838,"BAY C T CONSTRUCTION INC",419,ELLINGTON,AV,"SAN FRANCISCO",CA,94112-0000,,,"HORIZONTAL ADDITION AT REAR YARD. (3) BED RM  (1) BATH AT GROUND FL. (2) BED RM (1) BATH AT SECOND FL. 3' DECK & STAIR.",
#201411171729,3,2014/11/17,2017/03/17,ISSUED,9,2019/03/17,700000,1500000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,20,6620,13,438,,29TH,ST,,,"MARK ALLEN",ROWSON,4158664888,"ENVISAGE CONSTRUCTION",837,FILLMORE,ST,"SAN FRANCISCO",CA,94117-0000,,,"HORIZONTAL & VERTICAL ADDITION AT REAR. INTERIOR RENOVATION TO ALL FLOORS OF (E) SINGLE FAMILY HOME. INCLUDED (N) KITCHEN  BEDROOMS & BATHS.",
#201412234391,2,2014/12/23,2017/03/13,ISSUED,9,2019/03/13,350000,610000,,,"1 FAMILY DWELLING",1,2,,,4,2,,12,5557,21,37,,RUTLEDGE,ST,,,DENNIS,CULLINANE,4158619200,"CULLINANE PLASTERING",1875,MISSION,ST,"SAN FRANCISCO",CA,94103-0000,,,"TO ERECT 4 STORIES  1 BASEMENT  TYPE VB  SINGLE FAMILY RESIDENCE. ",
#201412234394,2,2014/12/23,2017/03/13,ISSUED,9,2019/03/13,350000,504000,,,"1 FAMILY DWELLING",1,2,,,3,1,,12,5557,22,35,,RUTLEDGE,ST,,,DENNIS,CULLINANE,4158619200,"CULLINANE PLASTERING",1875,MISSION,ST,"SAN FRANCISCO",CA,94103-0000,,,"TO ERECT 3 STORIES  NO BASEMENT  TYPE VB  SINGLE FAMILY RESIDENCE.",
#201412234396,6,2014/12/23,2017/03/13,ISSUED,9,2017/09/13,7000,7000,"PRKNG GARAGE/PRIVATE",0,,,2,,1,,1,,12,5557,22,35,,RUTLEDGE,ST,,,DENNIS,CULLINANE,4158619200,"CULLINANE PLASTERING",1875,MISSION,ST,"SAN FRANCISCO",CA,94103-0000,,,"DEMOLISH 1 STORY GARAGE.",
#201412234404,6,2014/12/23,2017/03/13,ISSUED,9,2017/09/13,15000,15000,"1 FAMILY DWELLING",1,,,2,,2,,2,,12,5557,21,37,,RUTLEDGE,ST,,,DENNIS,CULLINANE,4158619200,"CULLINANE PLASTERING",1875,MISSION,ST,"SAN FRANCISCO",CA,94103-0000,,,"DEMOLISH 2 STORY SINGLE FAMILY HOUSE.",
#201501216288,3,2015/01/21,2017/03/15,ISSUED,9,2017/07/15,1,1,CHURCH,0,OFFICE,0,2,,3,3,3,,11,3517,35,1401,,HOWARD,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"CHANGE OF USE. FROM CHURCH TO 14 898 SQ FT OF OFFICE SPACE. 1300SF OF RETAIL SPACE AND 2500SF OF ASSEMBLY SPACE. MAHER ORD N/A.  NO CFC TO BE ISSUED UNTIL ALL REQUIRED ACCESSIBILITY UPGRADES HAVE BEEN COMPLETED UNDER A SEPERATE TENANT IMPROVEMENT PERMIT PER AB-017. ** MAHER: N/A **",
#201502178455,3,2015/02/17,2017/03/31,ISSUED,9,2019/03/31,250000,460000,"2 FAMILY DWELLING",2,APARTMENTS,3,2,,4,4,0,,21,3618,92,982,,GUERRERO,ST,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"CONVERSION OF (E) BASEMENT & CRAWL SPACE INTO 3RD UNIT CONSIDER ONE STORY  CREATED OF SUNKEN TERRACE FOR (N) UNIT W/IN REAR YARD  RECONSTRUCT REAR STAIR FROM TOP FL UNIT TO ACCOMMODATE SUNKEN TERRACE  ALTERATIONS TO FRONT YARD FOR FRONT ENTRY TO BASEMENT UNIT  REPLACEMNT OF (E) WINDOW.",
#201503100374,8,2015/03/10,2017/03/16,ISSUED,9,2018/03/16,137000,137000,"FOOD/BEVERAGE HNDLNG",133,"FOOD/BEVERAGE HNDLNG",133,2,,10,10,10,,17,339,011A,210,,JONES,ST,,,EUGENE,CATANIA,9254973636,"GENE CATANIA CONSTRUCTION",2972,GRANT,ST,CONCORD,CA,94520-0000,,,"CHANGE OWNERSHIP TO (E) RESTAURANT - CAFE EQUIPMENT & FINISHES UPDATE IN 1ST FLOOR. ALTERATION OF KITCHEN PARTITION & COUNTERTOP  TYPE 1 EXHAUST HOOD. N/A MAHER ORDINANCE",
#201503231610,3,2015/03/23,2017/03/10,ISSUED,9,2018/03/10,60000,207000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,2,,5,2325,53,1425,,RIVERA,ST,,,JAMES,REID,4157869082,"TYCON BUILDERS INC.",1437,RIVERA,ST,"SAN FRANCISCO",CA,94116-0000,,,"HORIZONTAL EXTENSION ONLY. ADDING ONE STORY BACK ADDITION AT THE BACK OF (E) HOUSE. NO CHANGE OF FRONT FACADE. CREATING TWO BEDROOM AND ENLARGE (E) KITCHEN/DINING. CONVERT (2) CLOSETS TO A (N) BATHROOM ON UPPER FLOOR.",
#201504204070,3,2015/04/20,2017/03/09,ISSUED,9,2019/03/09,470000,470000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,3,2,,14,1407,31,354,,27TH,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"FOUNDATION  FRAME FOR 1170 SF ADDITION  NEW ELECTRICAL SERVICE MAIN  LIGHTING  RECEPTICLES  APPLICANCES  CABINETS  ADD 2-BATHROOMS  ADD 2-BEDROOMS  (N) ROOFING  (N) REAR SIDING  DRYWALL  (N) CENTRAL HEAT  (N) GAS LINES  (N) PLUMBING WATER & WASTE  (N) WINDOWS AND DOORS.",
#201505277278,3,2015/05/27,2017/03/03,ISSUED,9,2019/09/03,1450000,1665000,OFFICE,0,APARTMENTS,4,2,Y,2,4,1,,33,6793,11,1794,,"SAN JOSE",AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"REMODEL OF (E) 2-STORY BLDG W/DENTAL OFFICE INTO 4-STORY BLDG W/DENTAL OFFICE & (4)(N) DWELLING UNITS. PROJECT WILL NOT EXPAND THE (E) BLDG'S FOOTPRINT  VERTICAL ADDITIONS ONLY. (E) NON-COMPLYING REAR YARD TO REMAIN  OPEN AREA (25'X25'+/-) ON 3RD & 4TH FL TO SATISFY EXPOSURE REQUIREMENT. (N) FOUND",
#201506158933,8,2015/06/15,2017/03/23,ISSUED,9,2018/03/23,65000,65000,APARTMENTS,6,APARTMENTS,6,2,,4,4,3,,8,569,25,2341,,FRANKLIN,ST,1,,FARZAD,TORABIAN,5106009468,"SFT CONSTRUCTION",2130,"HARRISON ST STE A",RD,"SAN FRANCISCO",CA,94110-0000,,,"COMMON AREA- SOFT STORY RETROFIT TO COMPLY WITH SFBC CHAPTER 34B  2012 IEBC APPENDIX A-4",
#201506158933,8,2015/06/15,2017/03/23,ISSUED,9,2018/03/23,65000,65000,APARTMENTS,6,APARTMENTS,6,2,,4,4,3,,8,569,30,2341,,FRANKLIN,ST,6,,FARZAD,TORABIAN,5106009468,"SFT CONSTRUCTION",2130,"HARRISON ST STE A",RD,"SAN FRANCISCO",CA,94110-0000,,,"COMMON AREA- SOFT STORY RETROFIT TO COMPLY WITH SFBC CHAPTER 34B  2012 IEBC APPENDIX A-4",
#201507010434,3,2015/07/01,2017/03/13,ISSUED,9,2018/03/13,250000,250000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,9,6203,5,410,,CAMPBELL,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"HORIZONTAL ADDITION AT THE REAR REMOVE DECK  1) ADD 1 MEDIA RM  & 1 ENTERTAINMENT RM ON 1/F ONE FUL BATHRM PER PLAN 2) ADD 1 NEW BEDRM & 1 MASTER BEDRM & 1 BATHRM ON THE 2/F PER PLAN",
#201507091095,3,2015/07/09,2017/03/02,ISSUED,9,2018/03/02,265000,265000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,2,,10,1301,3,16,,"25TH NORTH",AV,,,JOHN,FERRARONE,4154601575,"PLATH & COMPANY INC",1575,"EAST FRANCISCO",BL,"SAN RAFAEL",CA,94901-0000,,,"CONVERSION OF (E) UNCONDITIONED GARAGE INTO A CONDITIONED (N) LOUNGE & ENTRY HALL @ BASEMENT. BASEMENT FLR EXPANSION TO ACCOMODATE(N) GARAGE W/(N)TERRACE ABOVE (N) EXTERIOR STAIR W/ACCESS TO TERRACE.REMODEL OF BASEMENT TO INCLUDE (N) BEDROOM & BATHROOM. EXTENSION OF (E) DECK @ 2ND FLR  2 NEW DOORS.",
#201507091106,3,2015/07/09,2017/03/23,ISSUED,9,2018/03/23,50000,80000,APARTMENTS,4,APARTMENTS,5,2,,4,4,4,,17,1104,1,100,,"TERRA VISTA",AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"ADDING ADDITIONAL UNIT IN (E) 4-UNIT RESIDENTIAL BUILDING. DEVELOP (E) BASEMENT (426 SQ FT) ON SUB-LEVEL (C) FOR NEW UNIT W/ LIVING  KITCHEN  BEDROOM & BATHROOM. SPRINKLERS to NFPA 13-R UNDER SEPARATE PERMIT.",
#201507272539,3,2015/07/27,2017/03/14,ISSUED,9,2019/09/14,3700000,3700000,"RETAIL SALES",,"RETAIL SALES",,2,,12,12,11,,160,294,6,210,,POST,ST,,,SCOTT,BRAUNINGER,4155195180,"BUILD GROUP INC.",457,MINNA,ST,"SAN FRANCISCO",CA,94103-0000,,,"INTERIOR NON-STRUCTURAL DEMO TO REMOVE PREVIOUS TI IN ADVANCE OF A NEW TI. NEW WALLS  FLOORS  FIXTURES  LIGHTING  MEP & FINISHES.",
#201507292835,8,2015/07/29,2017/03/21,ISSUED,9,2017/09/21,15000,15000,APARTMENTS,6,APARTMENTS,6,2,,3,3,1,,6,980,43,2329,,DIVISADERO,ST,1,,"RICHARD DUKE",SNEED,4154532493,"SNEED & CO CONSTRUCTION INC.",2,"W. SEAVIEW AVE",,"SAN RAFAEL",CA,94901-0000,,,"SOFT STORY SEISMIC RETROFIT DONE IN ACCORDANCE TO 2012 IEBC APPENDIX A-4",
#201508063505,1,2015/08/06,2017/03/30,ISSUED,9,2017/09/30,20000,20000,,,"STORAGE SHED",,2,,,1,0,,21,1101,27,2105,,O'FARRELL,ST,0,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"TO ERECT 1 STORY  NO BASEMENT  STORAGE BUILDING. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",
#201508124075,3,2015/08/12,2017/03/10,ISSUED,9,2019/03/10,30000,576000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,3,1,,15,3621,12,3704,,22ND,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"HORIZONTAL ADDITION. NEW GARAGE  REAR ADDITION @ 1ST FLOOR (FAMILY ROOM) & 2ND FLOOR (MASTER BEDROOM). REMODEL BASEMENT  1ST FLOOR KITCHEN & 2ND FLOOR BEDROOM & NEW BATHROOM.",
#201510260798,8,2015/10/26,2017/03/17,ISSUED,9,2019/03/17,391000,420000,"RESIDENTIAL HOTEL",62,"RESIDENTIAL HOTEL",69,2,,6,6,5,,22,282,3,735,,TAYLOR,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"ADD 2 NEW DWELLING UNITS AND 5 GROUP HOUSING ROOMS AT 1ST STORY. CREATE NEW LAUNDRY ROOM AT 1ST STORY. UPGRADES AT EXIT CORRIDOR",
#201511051839,3,2015/11/05,2017/03/01,ISSUED,9,2018/03/01,200000,200000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,4,4,3,,25,983,25,3127,,JACKSON,ST,,,MICHAEL,"DE JONG",4157477023,"MICHAEL DE JONG CONSTRUCTION",29,"OLD CREEK",RD,PETALUMA,CA,94952-0000,,,"NEW ELEVATOR IN LIGHTWELL FROM GARAGE TO 3/F  REMODEL PORTION OF 1  2 & 3/F TO ACCOMMODATE NEW ELEVATOR  RENOVATE G/F INCLUDING NEW FOUNDATION  ELEVATOR  STRUCTURE & FINISHES  REPLACE IN KIND (E) STAIRWELL @ ENTRY  ADD SKYLIGHT @ 3/F  NEW WINE RACK @ GROUND LEVEL.",
#201511051876,3,2015/11/05,2017/03/07,ISSUED,9,2018/03/07,280000,280000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,2,3,1,,25,1620,26,2311,,BALBOA,ST,,,ILYA,ZHUCHKOV,4157563011,"QUALITY PAINTING & CONSTRUCTION",2800,"34TH AVE",,"SAN FRANCISCO",CA,94116-0000,,,"VERTICAL ADDITION OF A 3RD STORY & ROOF DECK & INTERIOR REMODEL  INCLUDING (N) KITCHEN & BATH",
#201511051876,3,2015/11/05,2017/03/07,ISSUED,9,2018/03/07,280000,280000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,2,3,1,,25,1620,26,2315,,BALBOA,ST,,,ILYA,ZHUCHKOV,4157563011,"QUALITY PAINTING & CONSTRUCTION",2800,"34TH AVE",,"SAN FRANCISCO",CA,94116-0000,,,"VERTICAL ADDITION OF A 3RD STORY & ROOF DECK & INTERIOR REMODEL  INCLUDING (N) KITCHEN & BATH",
#201511102325,3,2015/11/10,2017/03/13,ISSUED,9,2018/03/13,50000,80000,APARTMENTS,4,APARTMENTS,4,2,,3,3,2,,10,1459,28,2639,,CLEMENT,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"CURRENT 2ND FLR UNIT TO ADD ONE BEDROOM  ONE BATH ROOM & PLAYROOM IN THE (E) GROUND FLOOR  TO ADD SPIRAL STAIR TO ESTABLISH CONNECTION WITH UNIT#2.  IN THE 2ND FLR  N.S.R FOR UNIT 4 (LEGAL NON-COMFIRMING). SPRINKLERS AND FIRE ALARM UNDER SEPARATE PERMIT.",
#201511172785,3,2015/11/17,2017/03/10,ISSUED,9,2019/03/10,495000,543222,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,3,1,,16,4098,21,783,,WISCONSIN,ST,,,"STUART MICHAEL",WEINSTEIN,4156418853,"VISTA KNOLL CONSTRUCTION",373,FRANCONIA,ST,"SAN FRANCISCO",CA,94110-0000,,,"HORIZONTAL ADDITION-REAR YARD. REMOVAL OF (E) FRONT EXTERIOR STEPS TO CREATE STREET LEVEL ENTRY. INTERIOR REMODEL. FULL SEISMIC UPGRADE.",
#201511183012,3,2015/11/18,2017/03/24,ISSUED,9,2018/03/24,90000,220000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,13,3045,14,335,,BRENTWOOD,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"(N) VERTICAL ADDITION (ADDITION TO 2/F); 1 BEDROOM  1 BATH. (N) FRONT STORY FACADE; (N) FRONT STAIR AND COVERED",
#201511193094,3,2015/11/19,2017/03/01,ISSUED,9,2018/03/01,87000,43600,"RETAIL SALES",,"RETAIL SALES",,2,,1,1,1,,14,859,38,473,,HAIGHT,ST,,,EMMET,WARD,4158142070,"EWSF INC",482,"BRYANT ST",,"SAN FRANCISCO",CA,94107-0000,,,"REMODEL MEDICAL CANNABIS DISPENSARY PORTION OF RETAIL STORE & EXPAND IT TO 517 SQ. FT. RELOCATE ENTRY & ATM. MECHANICAL & ELECTRICAL UNDER SEPARATE PERMITS. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",
#201512034041,3,2015/12/03,2017/03/03,ISSUED,9,2019/03/03,425000,425000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,3,2,,22,5697,44,147,,BRONTE,ST,,,PETER,MCDOWELL,4152856200,"ASSOCIATED BUILDERS",4026,3RD,ST,"SAN FRANCISCO",CA,94124-0000,,,"VERTICAL & HORIZONTAL EXTENSION. RENOVATION & EXPANSION OF EXISTING SINGLE FAMILY HOUSE. INCLUDING ADDITIONAL BATHROOMS.",
#201512104728,8,2015/12/10,2017/03/28,ISSUED,9,2018/03/28,50000,50000,OFFICE,0,OFFICE,0,2,,3,3,0,,6,1078,34,2299,,POST,ST,,,"JEREMIAH (DERRY) B.",CASEY,4152722225,"DERRY CASEY CONSTRUCTION",146,7TH,AV,"SAN FRANCISCO",CA,94118-0000,,,"REVISION/MODIFICATION TO PA #201403100343 - INSTALL 2 NEW AWNINGS & WALL TILE AT EXTERIOR OF BLDG. NEW ADDRESS ABOVE AWNING UNDER SEPARATE PERMIT. N/A MAHER ORDINANCE",
#201512145080,3,2015/12/14,2017/03/16,ISSUED,9,2019/03/16,150000,725000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,4,2,,18,1008,22,3383,,CLAY,ST,,,"DAVID BRUCE FORDE",,4155225930,"FORDE MAZZOLA ASSOCIATES INC",1717,"17TH STREET #101",,"SAN FRANCISCO",CA,94103-0000,,,"HORIZONAL ADDITION @ REAR YARD & EAST SIDE OF 1ST  2ND & 3RD LEVEL. VERTICAL ADDITION @ 4TH LEVEL WITH (N) DECK. (N) DECK @ 2ND LEVEL W/ (N) STAIRCASE TO REAR BACKYARD. ALL OTHER WORK UNDER SEPARATE PERMIT.",
#201512185513,3,2015/12/18,2017/03/27,ISSUED,9,2019/03/27,350000,600000,APARTMENTS,3,APARTMENTS,4,2,Y,4,4,3,,18,3548,47,1359,,MINNA,ST,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"REMODEL 3 UNITS BUILDING WITH HORIZONTAL ADDITION @ REAR FOR BASEMENT LEVEL & 1ST 2 STORIES. (E) 3 UNITS WILL BE 2 BEDROO WITH 1 REMODEL BATH & 1 NEW HALF BATH  EXCEPT 3RD FLOOR UNIT WITH 1 NEW FULL BATH. 3 REMODEL KITCHENS.1 NEW 2 BEDRM  1.5 BATH IN (E) BASEMENT / STORAGE. NEW ROOF DECK ON MAIN",
#201512316227,8,2015/12/31,2017/03/15,ISSUED,9,2018/03/15,90000,90000,APARTMENTS,6,APARTMENTS,6,2,,3,3,3,,8,3513,58,33,,MCCOPPIN,ST,0,,BEHNAM,AFSHAR,5105951994,"BAI CONSTRUCTION",3483,"GOLDEN GATE",WY,LAFAYETTE,CA,94549-0000,,,"SOFT STORY RETROFIT PER SFBC CHAPTER 34B/2012 IEBC APPENDIX A-4 FOR SOME OF BASEMENT WALLS UPGRADE SOME WALLS TO SHEAR WALLS.",
#201512316227,8,2015/12/31,2017/03/15,ISSUED,9,2018/03/15,90000,90000,APARTMENTS,6,APARTMENTS,6,2,,3,3,3,,8,3513,58,37,,MCCOPPIN,ST,,,BEHNAM,AFSHAR,5105951994,"BAI CONSTRUCTION",3483,"GOLDEN GATE",WY,LAFAYETTE,CA,94549-0000,,,"SOFT STORY RETROFIT PER SFBC CHAPTER 34B/2012 IEBC APPENDIX A-4 FOR SOME OF BASEMENT WALLS UPGRADE SOME WALLS TO SHEAR WALLS.",
