"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#201406279820,6,2014/06/27,2017/04/26,ISSUED,9,2017/10/26,25000,25000,"1 FAMILY DWELLING",1,,,0,,1,,0,,0,3601,44,313,V,CUMBERLAND,ST,,,,,,,,,,,,,,,"DEMOLISH 1-STORY AND BASEMENT  SINGLE FAMILY DWELLING BUILDING.",
#201406279820,6,2014/06/27,2017/04/26,ISSUED,9,2017/10/26,25000,25000,"1 FAMILY DWELLING",1,,,0,,1,,1,,0,3601,43,323,,CUMBERLAND,ST,,,,,,,,,,,,,,,"DEMOLISH 1-STORY AND BASEMENT  SINGLE FAMILY DWELLING BUILDING.",
#201408063132,3,2014/08/06,2017/04/26,ISSUED,9,2017/10/26,6500,17160,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,2,,3,3,3,,4,3146,21,331,,CAPISTRANO,AV,,,"AI-REN I",LEI,4152381202,"REN LEI CONSTRUCTION CO",750,LAWTON,ST,"SAN FRANCISCO",CA,94122-0000,,,"LEGALIZE DWELLING UNIT WITHOUT PERMIT PER ORDINANCE NO 43-14. CONVERT LAUNDRY ROOM TO KITCHEN. (N) 1-HOUR RATED WALL AT GARAGE. (N) DOORS FOR UNIT SEPARATION.",
#201411262579,3,2014/11/26,2017/04/13,ISSUED,9,2018/04/13,140000,180000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,3,1,,21,6656,27,1883,,CHURCH,ST,,,PATRICK,CASSIDY,6502222097,"DUGARRY CONSTRUCTION INC",211,ARROYO,DR,PACIFICA,CA,94044-0000,,,"3-STORY HORIZONTAL ADDITION AT REAR YARD. (N) DECK @ REAR YARD. 2 (N) BATHS  1 (N) BEDROOM.",
#201501307116,8,2015/01/30,2017/04/14,ISSUED,9,2018/04/14,80000,90000,"RESIDENTIAL HOTEL",70,"RESIDENTIAL HOTEL",70,2,,4,4,4,,8,248,14,1388,,CALIFORNIA,ST,,,BEHRUZ,"VAHDANI SANAVI",9493641090,"U S PRIME CONTRACTOR INC",28570,"MARGUERITE PKWY SUITE #204",,"MISSION VIEJO",CA,92692-0000,,,"MANDATORY SOFT STORY SEISMIC RETROFIT PER SF B C 2013 ORDINANCE 66-13  (2012  IEBC APPENDIX A-4)",
#201502198708,3,2015/02/19,2017/04/04,ISSUED,9,2017/08/04,5000,5000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,3,3,3,,7,6710,17,91,,MIZPAH,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"LEGALIZE FRONT & REAR ROOF DECKS OVER (E) ROOF @ 3RD FLR LEVEL. LEGALIZE (E) 42"" HEIGHT STEEL GUARDRAILS. LEGALIZE 24"" DEEP STEEL AWNINGS ABOVE (E) DOORS AS NOTED. LEGALIZE EXT ALTERATIONS TO FACADE INCLUDING SQUARED OFF ENTRYWAY DETAILS.",
#201503312342,3,2015/03/31,2017/04/21,ISSUED,9,2017/10/21,7000,42500,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,2,,1,2,1,,2,2067,002O,1855,,30TH,AV,,,GARY,LIU,4156026602,"GARY LIU",947,"MADRID STREET",,"SAN FRANCISCO",CA,94112-0000,,,"LEGALIZE IN-LAW UNIT @ 1ST FLOOR PER ORDINANCE# 43-14. ADD 1 BEDROOM  1 BATHROOM & 1",
#201504032763,3,2015/04/03,2017/04/14,ISSUED,9,2018/04/14,50000,50000,"HEALTH STUDIOS & GYM",0,"WORKSHOP COMMERCIAL",0,2,,1,1,2,,10,3732,64,444,,CLEMENTINA,ST,,,MAXIMO,BARAJAS,4158226802,"M BAY AREA GENERAL CONTRACTORS CORP.",1726,YOSEMITE,AV,"SAN FRANCISCO",CA,94124-0000,,,"COMPLY W/NOV#201538431 CHANGE OF USE FROM GYM TO ART ROOM. REMOVE OFFICE  BATHRM AND KITCHEN FROM MEZZANINE  ADD NEW ACCESSIBLE TOILET ROOM AND RECONFIGURE ART STORAGE.PROVIDE MULTI-OCCUPANCY TOILET ROOM AT GROUND FLOOR (MAHER ORDINANCE #155-13 NOT REQUIRED)",
#201505015177,3,2015/05/01,2017/04/20,ISSUED,9,2019/04/20,400000,400000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,3,1,,41,1766,32,1358,,12TH,AV,,,,,,,,,,,,,,,"REMODEL EXISTING & ALTERATION & ADDITION. INCREASE BUILDING AREA ON VOLUME  SEISMIC  FULL PLUMBING  FULL ELECTRICAL/MECHANICAL.",
#201506027757,3,2015/06/02,2017/04/04,ISSUED,9,2019/04/04,500000,600000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,2,Y,3,4,2,,17,1464,6,463,,32ND,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"HORIZONTAL & 1 STORY VERTICAL ADDITION. RAISE BUILDING APPROX 3'. ADD 1 UNIT TO (E) SINGLE FAMILY DWELLING. ORIGINAL UNIT WILL HAVE 3 BEDS & 3 BATH. NEW UNIT WILL HAVE 4 BEDS & 3 BATHS.",
#201506027877,3,2015/06/02,2017/04/28,ISSUED,9,2019/04/28,350000,520000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,3,2,,16,7542,6,44,,EVERSON,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"(N) ROOF DECK  (N) ROOF DECK PENTHOUSE  ADDITION OVER GARAGE  INTERIOR REMODEL.",
#201506058311,8,2015/06/05,2017/04/07,ISSUED,9,2018/04/07,26000,45000,APARTMENTS,5,APARTMENTS,5,2,,3,3,2,,9,1544,5,617,,ARGUELLO,BL,,,TZE,TSANG,4157953234,"SYNERFORCE CONSTRUCTION",435,"HARRIET ST UNIT A",,"SAN FRANCISCO",CA,94103-0000,,,"SOFT STORY SEISMIC RETROFIT GROUND LEVEL ONLY. OTHER RATIONAL DESIGN. SOFT STORY ORD AB-098",
#201506199456,6,2015/06/19,2017/04/07,ISSUED,9,2019/04/07,1000000,1000000,"SFPD OR SFFD STATION",0,,,2,,2,,0,,2,756,18,1301,,TURK,ST,,,SHANNON,ALTEN,5102344200,"ALTEN CONSTRUCTION INC",720,12TH,ST,RICHMOND,CA,94801-0000,,,"DEMOLISH TWO STORY FIRE STATION BUILDING.",
#201506260030,3,2015/06/26,2017/04/04,ISSUED,9,2018/04/04,110000,130000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,3,2,,10,5672,20,371,,COLERIDGE,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"REMOVE (E) FRONT PORCH & STAIR. ENLARGE (E) ENTRY ON NORTH SIDE BY APPROXIMATELY 15 SF. RAISE ROOF HEIGHT IN AREA OF (E) BEDROOM #2 TO LEGALIZE CEILING HEIGHT. ENCLOSE (E) SUNROOMS TO CREATE HAT]BITABLE LIVING SPACE. RAISE ROOF HEIGHT AT REAR PORTION OF HOUSE  INCLUDING SUNROOMS TO PROVIDE MIN.",
#201507060676,3,2015/07/06,2017/04/11,ISSUED,9,2019/04/11,49000,550000,APARTMENTS,4,APARTMENTS,5,2,Y,3,4,2,,12,3729,62,769,A,TEHAMA,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"TO COMPLY TO NOV. #200790045  200562232  200902762  200565175  200732433  201168935. FOURTH FLR VERTICAL ADDITION FOR NEW UNIT#5 WITH ROOF DECK. INTERIOR REMODEL FOR ALL (E) 4 UNITS. INCLUDING DEMOLItION & NEW CONSTRUCTION. N/A FOR MAHER ORDINANCE.",
#201507060676,3,2015/07/06,2017/04/11,ISSUED,9,2019/04/11,49000,550000,APARTMENTS,4,APARTMENTS,5,2,Y,3,4,2,,12,3729,62,769,,TEHAMA,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"TO COMPLY TO NOV. #200790045  200562232  200902762  200565175  200732433  201168935. FOURTH FLR VERTICAL ADDITION FOR NEW UNIT#5 WITH ROOF DECK. INTERIOR REMODEL FOR ALL (E) 4 UNITS. INCLUDING DEMOLItION & NEW CONSTRUCTION. N/A FOR MAHER ORDINANCE.",
#201507060676,3,2015/07/06,2017/04/11,ISSUED,9,2019/04/11,49000,550000,APARTMENTS,4,APARTMENTS,5,2,Y,3,4,2,,12,3729,62,771,A,TEHAMA,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"TO COMPLY TO NOV. #200790045  200562232  200902762  200565175  200732433  201168935. FOURTH FLR VERTICAL ADDITION FOR NEW UNIT#5 WITH ROOF DECK. INTERIOR REMODEL FOR ALL (E) 4 UNITS. INCLUDING DEMOLItION & NEW CONSTRUCTION. N/A FOR MAHER ORDINANCE.",
#201507060676,3,2015/07/06,2017/04/11,ISSUED,9,2019/04/11,49000,550000,APARTMENTS,4,APARTMENTS,5,2,Y,3,4,2,,12,3729,62,771,B,TEHAMA,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"TO COMPLY TO NOV. #200790045  200562232  200902762  200565175  200732433  201168935. FOURTH FLR VERTICAL ADDITION FOR NEW UNIT#5 WITH ROOF DECK. INTERIOR REMODEL FOR ALL (E) 4 UNITS. INCLUDING DEMOLItION & NEW CONSTRUCTION. N/A FOR MAHER ORDINANCE.",
#201507060676,3,2015/07/06,2017/04/11,ISSUED,9,2019/04/11,49000,550000,APARTMENTS,4,APARTMENTS,5,2,Y,3,4,2,,12,3729,62,771,,TEHAMA,ST,0,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"TO COMPLY TO NOV. #200790045  200562232  200902762  200565175  200732433  201168935. FOURTH FLR VERTICAL ADDITION FOR NEW UNIT#5 WITH ROOF DECK. INTERIOR REMODEL FOR ALL (E) 4 UNITS. INCLUDING DEMOLItION & NEW CONSTRUCTION. N/A FOR MAHER ORDINANCE.",
#201507141485,1,2015/07/14,2017/04/27,ISSUED,9,2023/04/27,16500000,22800000,,,APARTMENTS,59,2,,,5,2,,78,4044,13,777,,TENNESSEE,ST,,,DON,FISHER,4152971265,"FISHER DEVELOPMENT",601,"CALIFORNIA ST STE 300",,"SAN FRANCISCO",CA,94108-0000,,,"TO ERECT 5 STORIES  2 BASEMENTS  59 UNITS RESIDENTIAL & PARKING.",
#201507151581,8,2015/07/15,2017/04/04,ISSUED,9,2018/04/04,30000,30000,APARTMENTS,5,APARTMENTS,5,2,,3,3,2,,5,1755,1,507,,HUGO,ST,0,,DARREN,LEE,4152710528,"DARREN LEE",1167,MISSION,ST,"SAN FRANCISCO",CA,94103-0000,,,"SOFT STORY RETROFIT PER SFBC 34B. ENGINEERING CRITERIA USED 2012 IEBC  APPEDEX A-4.",
#201508053396,3,2015/08/05,2017/04/27,ISSUED,9,2018/04/27,125000,125000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,3,2,,13,1305,16,60,,27TH,AV,,,GEAROID,O'SULLIVAN,4156017548,"PEGASUS BUILDERS",55,DORMAN,AV,"SAN FRANCISCO",CA,94124-0000,,,"EXCAVATION OF (E) DRIVEWAY @ REAR (EAST) PROPERTY TO EASEMENT LEVEL. CONSTRUCTION OF NEW GARAGE EXTENSION TOWARD REAR OF PROPERTY. CONSTRUCTION OF NEW DECK ABOVE PROPOSED GARAGE  NEW PATIO. NEW BATHROOM @ BASEMENT. NEW EXERCISE ROOM TO REPLACE (E) GARAGE.",
#201508073725,3,2015/08/07,2017/04/03,ISSUED,9,2019/04/03,550000,800000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,3,2,,11,6580,17,450,,27TH,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"2 STORY SIDE & REAR ADDITION WITH DECKS. ALTER ROOF LINE & ENLARGE 3RD STORY @ FRONT  SIDES & REAR. MODIFY FRONT FACADE & ADD 3RD FLOOR CONCEALED FRONT DECK. NEW RETRACTABLE SKYLT FOR ROOF ACCESS & NEW ROOF DECK. RELOCATE KIT. RENOVATE 2 FULL BATHS. ADD 2 FULL BAHTS & 1/2 BATH. SEISMIC UPGRADES.",
#201508103792,3,2015/08/10,2017/04/07,ISSUED,9,2018/04/07,85000,230000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,1,2,1,,10,6924,12,5,,LUNADO,WY,,,"TAD VAN",NGUYEN,6507667342,"TAD VAN NGUYEN",456,"URBANO DRIVE",,"SAN FRANCISCO",CA,94127-0000,,,"RAISE UP (E) BLDG UP TO 3'O. NEW 2 ROOMS ADD TO REAR BLDG. ADD NEW HABITABLE SPACE AT GARAGE  CHANGE (E) ATTIC FOR HABITABLE SPACE  ADD DORMER.",
#201508275422,3,2015/08/27,2017/04/04,ISSUED,9,2018/04/04,35000,50000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,2,,1,1,1,,8,2721,75,166,,"PALO ALTO",AV,,,TIM,CLINTON,4158509319,"DAWSON - CLINTON GEN CONTR CORP",,"P.O.BOX 410475",ST,"SAN FRANCISCO",CA,94141-0000,,,"LEGALIZE (E) UNIT ON LOWER LEVEL (418 SQFT). TWO NEW 24"" BOX TREE TO BE ADDED WITH IN THE PUBLIC RIGHT-OF-WAY. TWO NEW 2'-0""X6'-0"" AREA TO BE DEVOTED TO BICYCLE PARKING. PER UNIT LEGALIZATION ORDINANCE 43-14. ",
#201509086386,3,2015/09/08,2017/04/03,ISSUED,9,2018/04/03,50000,187046,"PRKNG GARAGE/PRIVATE",0,"1 FAMILY DWELLING",1,2,Y,1,2,2,,10,2614,114,201,,ROOSEVELT,WY,,,FELIX,CHAN,6509946796,"LARA CONSTRUCTION  (KALIX INC)",62,WESTLAWN,AV,"DALY CITY",CA,94015-0000,,,"(REAR BLDG)ADD 2ND STORY TO (E) GARAGE/STORAGE BLDG. EXPAND INTO REAR YARD. ADD DWELLING UNIT ON LOT TO THIS BLDG TO REPLACE (E) STORAGE. ADD(N) BATH&(N)KITCHEN.AUTO RUNWAY/ELEC/PLUMB UNDER PERMIT #201505136259. REF PA# 2015/09/09/6527-S.",
#201509086386,3,2015/09/08,2017/04/03,ISSUED,9,2018/04/03,50000,187046,"PRKNG GARAGE/PRIVATE",0,"1 FAMILY DWELLING",1,2,Y,1,2,2,,10,2614,114,203,,ROOSEVELT,WY,,,FELIX,CHAN,6509946796,"LARA CONSTRUCTION  (KALIX INC)",62,WESTLAWN,AV,"DALY CITY",CA,94015-0000,,,"(REAR BLDG)ADD 2ND STORY TO (E) GARAGE/STORAGE BLDG. EXPAND INTO REAR YARD. ADD DWELLING UNIT ON LOT TO THIS BLDG TO REPLACE (E) STORAGE. ADD(N) BATH&(N)KITCHEN.AUTO RUNWAY/ELEC/PLUMB UNDER PERMIT #201505136259. REF PA# 2015/09/09/6527-S.",
#201510159734,3,2015/10/15,2017/04/28,ISSUED,9,2017/08/28,5000,20000,APARTMENTS,7,APARTMENTS,7,2,,4,4,4,,9,106,38,218,,UNION,ST,,,KEN,BLOCH,4157609565,"ADD A GARAGE INC.",2655,"VAN NESS AVENUE  #3",,"SAN FRANCISCO",CA,94109-0000,,,"COMPLIANCE W/ MANDATORY SEISMIC RETROFIT PROGRAM  2013 SFBC SEC 34B & 2012 IEBC APPENDIX A4",
#201510190124,3,2015/10/19,2017/04/06,ISSUED,9,2018/04/06,200000,282300,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,2,,38,2654,33,17,,URANUS,TR,,,"GREGORY P. MAXWELL",,4152851764,"G-MAX CONSTRUCTION",889,CORBETT,AV,"SAN FRANCISCO",CA,94131-0000,,,"ADDITION TO THE REAR OF MID AND UPPER FLOORS TO REPLACE EXISTING DECK REMODEL OF KITCHEN  POWDER  MASTER BEDROOM AND BATH",
#201510270960,3,2015/10/27,2017/04/19,ISSUED,9,2018/04/19,13950,248500,APARTMENTS,212,APARTMENTS,213,2,,11,11,,,13,3514,33,140,,"SOUTH VAN NESS",AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"2nd fl garage level: LEGALIZATION OF THE DWELLING UNIT UNDER ORDINANCE 43-14. 1 BEDROOM AND 1 BATH. Alarm  sprinkler deferred.",
#201511041722,3,2015/11/04,2017/04/06,ISSUED,9,2017/08/06,1,1,"FOOD/BEVERAGE HNDLNG",2,"FOOD/BEVERAGE HNDLNG",2,2,,3,3,2,,3,5517,4,3214,,FOLSOM,ST,,,JOSEPH,METZLER,4158465355,"METZLER BROTHERS GENERAL CONTRACTORS INC",278,NOE,ST,"SAN FRANCISCO",CA,94114-0000,,,"CHANGE OF USE. EXISTING USE: SMALL SERVICE RESTAURANT. CHANGE OF USE: FULL SERVICE RESTAURANT. (NO CONSTRUCTION ACTIVITY) REF APP#2015-07-21-2023. N/A FOR MAHER",
#201511051866,3,2015/11/05,2017/04/03,ISSUED,9,2018/04/03,20000,230000,APARTMENTS,27,APARTMENTS,27,2,,4,4,3,,3,1736,39,1300,,IRVING,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"SOFT STORY RETROFIT PER SFBC CHAPTER 34B - FEMA P-807 & OTHER RATIONAL DESIGN",
#201511162758,3,2015/11/16,2017/04/24,ISSUED,9,2017/10/24,8000,48000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,5,1671,008E,882,,29TH,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"HORIZONTAL ADDITION FOR NEW DECK @ BACK YARD. LEGALIZED BATHROOM @ GROUND FLOOR AND FAMILY ROOM @ GROUND FLOOR.",
#201511203195,3,2015/11/20,2017/04/20,ISSUED,9,2017/10/20,8000,25120,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,2,,2,2,1,,2,4653,16,947,,INNES,AV,,,SONNY,TANG,4156068677,"INTEGRITY GENERAL CONSTRUCTION INC",6748,MISSION,ST,"DALY CITY",CA,94014-0000,,,"(PER ORDINANCE 146-15) LEGALIZE (E) KITCHEN TO ADD (1)(N) RESIDENTIAL UNIT UNDER UNIT LEGALIZATION PROGRAM. LEGALIZE (E) GARAGE TO LIVING SPACE PER PLAN. COMPLY WITH NOV #201569124  #201569691  #201567914",
#201511233400,3,2015/11/23,2017/04/13,ISSUED,9,2019/10/13,1987718,1987718,"PRKNG GARAGE/PUBLIC",,"PRKNG GARAGE/PUBLIC",,2,Y,4,4,4,,118,209,17,733,,KEARNY,ST,,,SHERMAN,CHIU,4152826188,"ALPHA BAY BUILDERS  INC.",3314,"CESAR CHAVEZ STREET",,"SAN FRANCISCO",CA,94110-0000,,,"RENOV OF AN(E)PARKING GARAGE. UPGRADES TO(E)MECH ELEC PLUMB & LIGHTING SYSTEMS; ADA UPGRADES; WATERPROOFING IMPROVEMENTS & REPAIR OF(E)STRUCTURE; REOLOCATION OF INTERIOR PROG AREAS; REPLACE INTERIOR STAIRS; ENCLOSURE OF EXTERIOR STAIRS & MECH OPENINGS; INFILL OF INTERIOR STRUCTURAL BAY (FLOOR SLAB)",
#201512024004,8,2015/12/02,2017/04/03,ISSUED,9,2018/04/03,25000,35000,OFFICE,0,OFFICE,0,2,,4,4,4,,23,195,1,735,,MONTGOMERY,ST,,,KARL,UHRENHOLT,9168808220,"PROCESS CELLULAR INC DBA PROCELL",3020,"W HARVARD",ST,"SANTA ANA",CA,92704-0000,,,"MODIFICATION OF E T-MOBILE WIRELESS TELECOMMUNICATIONS FACILITY CONSISTING OF: INSTALLATION OF (3) NEW PANEL ANTENNAS ON ANTENNA MASTS  RELOCATION OF (4) E PANEL ANTENNAS; INSTALLATION OF (3) NEW RRU'S AND UPGRADING POWER TO E CABINET. MAHER NA",
