"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#201408123679,2,2014/08/12,2016/11/28,ISSUED,9,2018/11/28,646500,851200,,,"1 FAMILY DWELLING",1,2,,,4,1,,18,155,21,1370,,PACIFIC,AV,0,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"TO ERECT 4 STORIES  1 BASEMENT  SINGLE FAMILY WITH BUSINESS.",
#201409166471,6,2014/09/16,2016/11/29,ISSUED,9,2017/05/29,10000,10000,"WORKSHOP COMMERCIAL",,,,2,,1,,1,,15,4912,16,1314,,FITZGERALD,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"BLDG 4. DEMOLISH 1-STORY WAREHOUSE. (N/A FOR MAHER ORDIANCE).",
#201409166475,6,2014/09/16,2016/11/29,ISSUED,9,2017/05/29,10000,10000,"WORKSHOP COMMERCIAL",,,,2,,1,,1,,15,4912,16,1318,,FITZGERALD,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"BLDG 9. DEMOLISH 1-STORY WAREHOUSE. (N/A FOR MAHER ORDIANCE)",
#201409166476,6,2014/09/16,2016/11/29,ISSUED,9,2017/05/29,10000,10000,"WORKSHOP COMMERCIAL",,,,2,,1,,1,,15,4912,16,1320,,FITZGERALD,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"BLDG 8. DEMOLISH 1-STORY  WAREHOUSE. (EXEMPTED FOR MAHER ORDIANCE)",
#201409166477,6,2014/09/16,2016/11/29,ISSUED,9,2017/05/29,10000,10000,"WAREHOUSE NO FRNITUR",,,,2,,1,,1,,15,4912,16,1405,,EGBERT,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"BLDG 7. DEMOLISH 1-STORY WAREHOUSE. MAHER N/A",
#201409166478,6,2014/09/16,2016/11/29,ISSUED,9,2017/05/29,10000,10000,"WAREHOUSE NO FRNITUR",,,,2,,1,,1,,15,4912,16,1419,,EGBERT,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"BLDG 7. DEMOLISH 1-STORY WAREHOUSE. MAHER N/A",
#201409166479,6,2014/09/16,2016/11/29,ISSUED,9,2017/05/29,10000,10000,"WAREHOUSE NO FRNITUR",,,,2,,2,,1,,15,4912,16,1425,,EGBERT,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"BLDG 6. DEMOLISH 1-STORY WAREHOUSE.",
#201409166483,2,2014/09/16,2016/11/29,ISSUED,9,2019/05/29,1100000,2180000,,,"WAREHOUSE  FURNITURE",,2,,,1,1,,15,4912,16,1314,,FITZGERALD,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"ERECT 1-STORY  TYPE 5  WAREHOUSE BUILDING. N/A FOR MAHER ORDINANCE.",
#201409166491,2,2014/09/16,2016/11/29,ISSUED,9,2019/05/29,1100000,2180000,,,"WAREHOUSE  FURNITURE",,2,,,1,1,,15,4912,16,1409,,EGBERT,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"ERECT 1-STORY  TYPE 5  WAREHOUSE BUILDING. MAHER N/A.",
#201412304661,3,2014/12/30,2016/11/15,ISSUED,9,2018/11/15,590000,590000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,3,2,,21,3608,044A,38,,LIBERTY,ST,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"RESTORE ORIGINAL VICTORIAN FACADE  NEW 3ND FLOOR AND ROOF DECK  NEW REAR YARD ADDITON  NEW GARAGE & CURB CUT  REMODEL KITCHEN & BATHROOMS.",
#201501145733,3,2015/01/14,2016/11/16,ISSUED,9,2017/11/16,50000,90000,APARTMENTS,5,APARTMENTS,5,2,,3,3,3,,8,657,13,2474,,BUSH,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"SEISMIC UPGRADE SOFT STORY TO COMPLY WITH SFBC CHAPTER 34B USING OTHER RATIONAL DESIGN.",
#201501155856,3,2015/01/15,2016/11/01,ISSUED,9,2017/11/01,57000,57000,"RETAIL SALES",0,"RETAIL SALES",0,2,,15,15,16,,16,309,10,166,,GEARY,ST,,,SCOTT,BRAUNINGER,4155195180,"BUILD GROUP INC.",457,MINNA,ST,"SAN FRANCISCO",CA,94103-0000,,,"FACADE RENOVATION FOR (N) RETAIL STORE.  FACADE IS FOR 2ND ENTRANCE ALONG MAIDEN LANE.  NO EXTERIOR WORK",
#201501166026,3,2015/01/16,2016/11/16,ISSUED,9,2017/11/16,60000,250000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,3,1,,8,7252,37,48,,RIVERTON,DR,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"3RD FLOOR VERTICAL ADDITION. ADD 3 BEDROOMS AND 2 BATHROOMS.",
#201501307146,3,2015/01/30,2016/11/03,ISSUED,9,2018/11/03,150000,350000,APARTMENTS,3,APARTMENTS,3,2,,3,3,2,,27,3538,63,34,,WALTER,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"TO COMPLY W/ NOV #201469471. FIRE DAMAGE  (New ROOF  PARTIAL 3RD FL  HVAC  ELEC  WINDOWS  INSULATION  SIDING. REPLACEMENT WINDOWS- DOUBLE HUNG WOOD WINDOWS. SAME EXTERIOR PROFILES & DIMENSIONING.",
#201502047542,8,2015/02/04,2016/11/02,ISSUED,9,2017/11/02,20000,56376,"2 FAMILY DWELLING",8,"2 FAMILY DWELLING",8,2,,4,4,3,,5,95,28,1221,,GREENWICH,ST,,,"JAMES PATRICK"," GALLAGHER",4157605197,"ACHILL BEG CONSTRUCTION INC",865,DUNCAN,ST,"SAN FRANCISCO",CA,94131-0000,,,"SOFT STORY RETROFIT PER MANDATED PROGRAM",
#201502188620,3,2015/02/18,2016/11/28,ISSUED,9,2018/11/28,527068,825000,APARTMENTS,6,APARTMENTS,8,2,Y,3,4,3,,19,3569,17,3312,,17TH,ST,,,SEAMUS,EIGNOR,4159993406,"EIGNOR CONSTRUCTION INC.",1032,"IRVING STREET  PMB# 905",,"SAN FRANCISCO",CA,94122-0000,,,"HORIZ ADDITION @1ST STORY COM'L. INFILL OF (E) LIGHTWELL @ 2ND & 3RD STORY NEW ENTRY & EXIT STAIRS FR DWG. FACADE WK @(E)BLDG. INTERIOR REMODEL (E) EFFICIENCY DWG UNIS. VERT. ADDITION OF 4/F MEZZ W/2 NEW DWGS. FIRE SPRINKLERS & ELECT WRK VIA SEPERATE PERMIT; ADD 2 BEDRMS & 2 KITCHENS & 2 BATH.",
#201502188620,3,2015/02/18,2016/11/28,ISSUED,9,2018/11/28,527068,825000,APARTMENTS,6,APARTMENTS,8,2,Y,3,4,3,,19,3569,17,3316,,17TH,ST,0,,SEAMUS,EIGNOR,4159993406,"EIGNOR CONSTRUCTION INC.",1032,"IRVING STREET  PMB# 905",,"SAN FRANCISCO",CA,94122-0000,,,"HORIZ ADDITION @1ST STORY COM'L. INFILL OF (E) LIGHTWELL @ 2ND & 3RD STORY NEW ENTRY & EXIT STAIRS FR DWG. FACADE WK @(E)BLDG. INTERIOR REMODEL (E) EFFICIENCY DWG UNIS. VERT. ADDITION OF 4/F MEZZ W/2 NEW DWGS. FIRE SPRINKLERS & ELECT WRK VIA SEPERATE PERMIT; ADD 2 BEDRMS & 2 KITCHENS & 2 BATH.",
#201502259302,4,2015/02/25,2016/11/01,ISSUED,9,2017/03/01,2500,2500,"RETAIL SALES",1,,,2,,15,,16,,8,309,10,166,,GEARY,ST,,,RICHARD,LUCHINI,5105337693,"ARROW SIGN COMPANY",1051,46TH,AV,OAKLAND,CA,94601,,,"TO EECT DOUBLE FACED NON ELECTRICAL SIGN",
#201502259305,4,2015/02/25,2016/11/01,ISSUED,9,2017/03/01,3500,3500,"RETAIL SALES",0,,,2,,15,,16,,8,309,10,166,,GEARY,ST,,,RICHARD,LUCHINI,5105337693,"ARROW SIGN COMPANY",1051,46TH,AV,OAKLAND,CA,94601,,,"TO ERECT SINGLE FACED ELECTRIC SIGN",
#201502269477,3,2015/02/26,2016/11/07,ISSUED,9,2018/11/07,750000,885750,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,3,4,2,,16,918,002E,2328,,"NORTH POINT",ST,,,TONY,DIGIORGIO,4152597638,"ADAMAS BUILDERS INC",1592,UNION,ST,"SAN FRANCISCO",CA,94123-0000,,,"ADD 13'-2""X 25'X 1-STORY @ REAR. ADD 1-STORY ON TOP. ALTER SHAPE OF WESTERN LIGHTWELL @ GROUND & ENLARGE EASTERN LIGHTWELL. ROOF DECK OVER 15' FRONT SETBACK OVER 3RD STORY. ROOF DECK ON TOP OF (N) STORY. INTERNAL RECONFIGURATION.",
#201502269477,3,2015/02/26,2016/11/07,ISSUED,9,2018/11/07,750000,885750,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,3,4,2,,16,918,002E,2330,,"NORTH POINT",ST,,,TONY,DIGIORGIO,4152597638,"ADAMAS BUILDERS INC",1592,UNION,ST,"SAN FRANCISCO",CA,94123-0000,,,"ADD 13'-2""X 25'X 1-STORY @ REAR. ADD 1-STORY ON TOP. ALTER SHAPE OF WESTERN LIGHTWELL @ GROUND & ENLARGE EASTERN LIGHTWELL. ROOF DECK OVER 15' FRONT SETBACK OVER 3RD STORY. ROOF DECK ON TOP OF (N) STORY. INTERNAL RECONFIGURATION.",
#201503050113,8,2015/03/05,2016/11/02,ISSUED,9,2017/11/02,70000,70000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,2,,9,4272,13,1370,,FLORIDA,ST,,,"CHICK CHUEN",WONG,4152799018,"WONG CONSTRUCTION INC",800,MORNINGSIDE,DR,MILLBRAE,CA,94030-0000,,,"SEISMIC UPGRADE & REMOVE POST",
#201503100373,3,2015/03/10,2016/11/02,ISSUED,9,2019/05/02,2000000,2000000,"RETAIL SALES",,"RETAIL SALES",,2,,4,4,4,,154,146,6,644,,BROADWAY,*,,,RON,TAYLOR,9259346133,"TERRA NOVA INDUSTRIES",1607,"TICE VALLEY",BL,"WALNUT CREEK",CA,94563,,,"TENANT IMPROVEMENT IN TENANT SUITES ON LEVEL 1 AND LEVEL 2. (HAS COMMUNICATING OPENING BUILDING REMODELED 2014-0730-2571 SPRINKLERS + FIRE ALARM SEPARATE PERMIT)",
#201503100377,3,2015/03/10,2016/11/07,ISSUED,9,2018/11/07,500000,549600,"RETAIL SALES",9,"RETAIL SALES",9,2,,2,2,2,,66,146,7,660,,BROADWAY,*,0,,RON,TAYLOR,9259346133,"TERRA NOVA INDUSTRIES",1607,"TICE VALLEY",BL,"WALNUT CREEK",CA,94563,,,"TENANT IMPROVEMENT IN TENANT SUITES ON GROUND LEVEL AND BASEMENT.",
#201503191345,3,2015/03/19,2016/11/21,ISSUED,9,2018/11/21,300000,597000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,3,2,,16,7537,15,2430,,CASTRO,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"REMODEL (E) 2 FLOORS. CHANGING ATTIC SPACE TO 3RD FLOOR WITH A BATHROOM.",
#201504032791,3,2015/04/03,2016/11/30,ISSUED,9,2017/11/30,60000,300000,"WAREHOUSE NO FRNITUR",0,"WAREHOUSE NO FRNITUR",0,2,,1,1,1,,25,3511,53,81,,LAFAYETTE,ST,,,CLAUDE,SAIZ,5594975212,"SAIZ CONSTRUCTION",370,"NORTH BLACKSTONE",AV,FRESNO,CA,93701-0000,,,"TO COMPLY WITH COMPLIANT #201538531 - TENANT IMPROVEMENT OF EXISTING WAREHOUSE  INSTALL NON-BEARING PARTITION WALLS  UPGRADE EXISITNG BATHROOM TO ADA COMPLIANCE. N/A MAHER ORDINANCE. ADD MEZZANINE. M/E/P UNDER SEPARATE PERMIT",
#201504294899,3,2015/04/29,2016/11/28,ISSUED,9,2017/11/28,30000,30000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,2,2,2,,27,860,011A,434,,WALLER,ST,,,"ROLF S.",SELVIG,4154829226,"SELVIG DEVELOPMENT",50,"MARTLING ROAD",,"SAN ANSELMO",CA,94960-0000,,,"REVISION TO APP #201207114598 RELOCATION OF SINGLE STORY REAR EGRESS SPIRAL STAIR WITH ASSOCIATED LANDINGS AT EACH UNIT PLUS FOOTING. PERMIT IS WITH VARIANCE APPLICATION FOR THE CHANGE IN ROOF LINE PREVIOUSLY CONSTRUCTED UNDER APPLN #201207114598",
#201504294899,3,2015/04/29,2016/11/28,ISSUED,9,2017/11/28,30000,30000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,2,2,2,,27,860,011A,436,,WALLER,ST,,,"ROLF S.",SELVIG,4154829226,"SELVIG DEVELOPMENT",50,"MARTLING ROAD",,"SAN ANSELMO",CA,94960-0000,,,"REVISION TO APP #201207114598 RELOCATION OF SINGLE STORY REAR EGRESS SPIRAL STAIR WITH ASSOCIATED LANDINGS AT EACH UNIT PLUS FOOTING. PERMIT IS WITH VARIANCE APPLICATION FOR THE CHANGE IN ROOF LINE PREVIOUSLY CONSTRUCTED UNDER APPLN #201207114598",
#201505227064,3,2015/05/22,2016/11/21,ISSUED,9,2018/11/21,390400,593600,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,4,1,,17,4162,55,901,,WISCONSIN,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"HORIZONTAL ADDITION AT REAR & VERTICAL ADDITION OF NEW 3RD & 4TH FLOOR. (N) EXT. FACADE W/(N) DOORS & WINDOWS. REMODEL OF (E) 1ST & 2ND FLOOR. (N) AUTOMATIC FIRE SPRINKLER SYSTEM UNDER SEPARATE PERMIT.",
#201506128852,8,2015/06/12,2016/11/01,ISSUED,9,2017/11/01,40000,40000,APARTMENTS,6,APARTMENTS,6,2,,3,3,3,,5,3557,009B,266,,DOLORES,ST,,,GINO,MATIASIC,6505875260,"G M M CONSTRUCTION CO",440,CYPRESS,AV,"SAN BRUNO",CA,94066-0000,,,"RETROFIT TARGET SOFT STORY PER PLANNING DEPT REQUIREMENTS FOR SEISMIC REINFORCEMENT.INCLUDE TIE DOWNS  ANCHOR BOLTS SHEERWALL & NEW FOUNDATION GRADE BEAMS WHERE NEEDED; INFILL 3 WINDOWS; SOFT STORY RETROFIT PER SFBC 34B  ENGINEERING CRITERIA USED:(OTHER RATIONAL DESIGN)",
#201506128852,8,2015/06/12,2016/11/01,ISSUED,9,2017/11/01,40000,40000,APARTMENTS,6,APARTMENTS,6,2,,3,3,3,,5,3557,009B,270,,DOLORES,ST,,,GINO,MATIASIC,6505875260,"G M M CONSTRUCTION CO",440,CYPRESS,AV,"SAN BRUNO",CA,94066-0000,,,"RETROFIT TARGET SOFT STORY PER PLANNING DEPT REQUIREMENTS FOR SEISMIC REINFORCEMENT.INCLUDE TIE DOWNS  ANCHOR BOLTS SHEERWALL & NEW FOUNDATION GRADE BEAMS WHERE NEEDED; INFILL 3 WINDOWS; SOFT STORY RETROFIT PER SFBC 34B  ENGINEERING CRITERIA USED:(OTHER RATIONAL DESIGN)",
#201506128896,3,2015/06/12,2016/11/10,ISSUED,9,2018/11/10,500000,500000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,3,1,,27,515,016A,253,,PIXLEY,ST,,,,,,,,,,,,,,,"THIRD FLR ADDITION  BUILDING HT. INCREASE OF 7'-6"". 4'-0"" HORIZONTAL ADDITION AT FRONT OF HOUSE. RELOCATION OF KITCHEN TO THIRD FLR. ADDITION OF 2 1/2 BATHROOMS AND ADDITION OF 2 BEDROOMS.",
#201506229587,3,2015/06/22,2016/11/30,ISSUED,9,2018/11/30,750000,850000,"PRKNG GARAGE/PRIVATE",0,"1 FAMILY DWELLING",1,2,Y,1,3,1,,17,96,30,22,,MOORE,PL,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"SITE PERMIT ONLY. CHANGE OF USE FOR (E) PRIVATE GARAGE & CONSTRUCTION OF TWO ADDITIONAL FLOORS TO CREATE 3 STORY SINGLE FAMILY DWELLING.",
#201507212012,8,2015/07/21,2016/11/28,ISSUED,9,2017/11/28,40000,40000,"RETAIL SALES",356,"RETAIL SALES",356,2,,4,4,4,,2,14,1,250,,BEACH,ST,,,KEVIN,RUSSELL,4159839520,"CENTRIC CONSTRUCTION INC",165,VALLEY,DR,BRISBANE,CA,94005-0000,,,"INSTALLATION OF RETAIL KIOSK IN (E) COURTYARD.  THIS IS A FOOD KIOSK. N/A MAHER ORDINANCE",
#201508215000,8,2015/08/21,2016/11/23,ISSUED,9,2017/11/23,15000,70000,APARTMENTS,3,APARTMENTS,3,2,,3,3,2,,11,3549,30,383,,"SOUTH VAN NESS",AV,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"ADDING STAIR ACCESS FROM APARTMENT #2 TO ATTIC LEVEL OF THE BUILDING. THE ATTIC LEVEL WILL BE USED AS ADDED LIVING SPACE FOR APARTMENT #2. MEP DEFERRED. MAHER NA",
#201508245062,1,2015/08/24,2016/11/03,ISSUED,9,2022/11/03,57684393,74000000,,,OFFICE,,2,,,7,0,,92,8721,29,1515,,03RD,ST,0,,"JEFFREY JON",NIELSEN,6508827423,"TRUEBECK CONSTRUCTION INC",201,"REDWOOD SHORES PKWY",,"REDWOOD CITY",CA,94065-0000,,,"ERECT 7-STORY  TYPE 1  NO BASEMENT  OFFICE/RETAIL BLDG.",
#201508245071,1,2015/08/24,2016/11/02,ISSUED,9,2022/11/02,66591018,66591018,,,OFFICE,,2,,,12,0,,103,8721,33,1455,,03RD,ST,,,"JEFFREY JON",NIELSEN,6508827423,"TRUEBECK CONSTRUCTION INC",201,"REDWOOD SHORES PKWY",,"REDWOOD CITY",CA,94065-0000,,,"ERECT 12 STORIES FOR OFFICE  DAYCARE.",
#201508245076,3,2015/08/24,2016/11/16,ISSUED,9,2017/11/16,200000,200000,APARTMENTS,12,APARTMENTS,14,2,,3,3,3,,4,1153,8,1750,,"GOLDEN GATE",AV,0,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"ADDITION OF 2 DWG UNITS AT BASEMENT LEVEL INCLUDING RELOCATION OF (E) MECH EQUIPMENT TO A NE UTILITY ROOM.  NEW LAUNDRY ROOM  EXTENDED LOBBY AND STORAGE AREA. FOR MANDATORY SOFT STORY ORDINANCE APPROVAL RE: PERMIT #201503171059",
#201508255270,3,2015/08/25,2016/11/07,ISSUED,9,2017/05/07,15000,15000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,14,6686,15,221,,CHENERY,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"ADDING A SECOND STORY DECK WITHIN THE 12' POP OUT",
#201508285514,3,2015/08/28,2016/11/07,ISSUED,9,2017/11/07,30000,120000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,3,3,3,,5,0440B,14,3740,,SCOTT,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"MASTER BEDROOM ADDITION TO REAR @ GROUND LEVEL. DECK OVER ADDITION. REMODEL (E) GROUND FLOOR BATHROOM. (N) INTERIOR STAIRS TO CONNECT (N) BEDROOM TO UNIT ABOVE.",
#201508285593,3,2015/08/28,2016/11/10,ISSUED,9,2018/11/10,543954.52,880000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,3,2,,23,2700,23,4612,,19TH,ST,,,"LUIS C.",CHUNG,4152310247,"LEE & GEORGIOU INC. DBA GEORGIOU CONST.",471,24TH,AV,"SAN FRANCISCO",CA,94121-0000,,,"RENOVATION & COMPLETE INTERIOR REMODEL. (N)INTERIOR STAIR  VERT/HORIZONTAL ADD @ REAR OF BLDG & (E)GARAGE  REPLACE(E)STAIR & PAVED AREAS @ REAR YARD. RECONFIG(E)POWDER RM (E)KITCHEN (E)LIVING (E)DECK (E)2-BEDROOM (E)BATH. ADD(N)BEDRM (N)BATH (N)TERRACE. CONVERT(E)SUB-BASEMENT TO(N)BATH (N)REC RM",
