"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#201403049790,3,2014/03/04,2016/03/29,ISSUED,9,2016/09/29,25000,25000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,2,,3,3,3,,7,1433,37,1,,CLEMENT,ST,,,HO,WONG,5102079878,"GOLDEN VECTOR STARS CORPORATION",,"P.O.BOX 18677",,OAKLAND,CA,94619-0000,,,"INSTALL MOMENT FRAMT & FOUNDATION (STEEL) AT FRONT OF BUILDING TO REPAIR SOFT STORY CONDITION. VOLUNTARY STRENGTHENING.",
#201403191190,3,2014/03/19,2016/03/09,ISSUED,9,2017/03/09,80000,93000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,2,Y,2,2,1,,7,1521,5,439,,23RD,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"TWO STORY HORIZONTAL ADDITION AT REAR  ADDITION OF ONE RESIDENTIAL UNIT ON GROUND FLOOR BEHIND GARAGE.",
#201403251685,3,2014/03/25,2016/03/30,ISSUED,9,2017/03/30,180000,180000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,11,6665,6,116,,LAIDLEY,ST,,,,,,,,,,,,,,,"FRONT ADDITION  ONE BEDROOM AND 3/4 BATH  ADD GARAGE. (N) SITE STAIR.",
#201404244077,3,2014/04/24,2016/03/31,ISSUED,9,2018/03/31,275000,469580,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,3,2,,12,7536,29,527,,VALLEY,ST,,,DAVID,KOHLMYER,4155165036,KOHLMYER,2691,16TH,AV,"SAN FRANCISCO",CA,94116-0000,,,"VERTICAL & HORIZONTAL ADDITION INCLUDE A MASTER BEDROOM & BATHROOM @ 3RD FLOOR. 2 STORY REAR ADDITION INCLUDE A FAMILY ROOM & 2 BEDROOMS & REMODEL OF (E) KITCHEN & BATHROOMS.",
#201405085281,3,2014/05/08,2016/03/02,ISSUED,9,2018/03/02,1000000,1000000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,4,4,3,,25,539,31,2237,,UNION,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"HORIZONTAL ADDITION & REMODEL. WK INCL ADD ELEVATOR  REBUILD IN-KIND PREVIOUSLY (E) CONICAL ROOF OVER (E)TURRET  REPAIR/REPLACE (E)SIDING  CORNICE & DETAIL AT FRONT FACADE. HORIZONTAL ADDITION AT REAR (N)MEDIA ROOM & BATHROOM AT 1/FL  REBUILD (E) INT.STAIRS  NEW BATHROOM AT 4/FL & NEW ROOF TERRACE.",
#201405206208,3,2014/05/20,2016/03/17,ISSUED,9,2017/03/17,150000,150000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,1,2,1,,12,1809,024A,1434,,45TH,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"HORIZONTAL & VERTICAL ADDITION. UPGRAD & POUR (N) FOUNDATION @ GRND LEVEL; UPDATE PLUMB  ELECT  MECH SYS IN AREA OF WORK; CREATE AN INTERIOR STAIRCASE BY DEMOLISHING & RELOCATE ENTRY STAIR; ELEVATE & CHANGE FORM OF ROOF TO ADD 1-BEDRM & BATH; ELEVATE GROUND LEVEL CEILING TO LEGALIZE HABITABLE SPACE.",
#201406037391,3,2014/06/03,2016/03/07,ISSUED,9,2017/03/07,25000,70000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,3,3,2,,15,1861A,1,1501,,15TH,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"VERTICAL & HORIZONTAL EXTENSION AT THE REAR OF THE 2ND FL TO PROVIDE AN EXERCISE & ENTERTAINMENT ROOM WITH WET BAR.",
#201406198819,3,2014/06/19,2016/03/24,ISSUED,9,2018/03/24,425000,855000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,4,3,,14,214,15,1350,,JONES,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"HORIZONTAL AND VERTICAL ADDITION. REMODEL INTERIOR @ 3 LEVELS  HORIZONTAL ADDITION @ REAR YARD  VERTICAL ADDITION TO INCLUDE KITCHEN  DINING  1/2 BATH  DECK. INSTALL 4 STORY ELEVATOR  INSTALL TOTAL SPRINLER SYSTEM. MAHER- COMPLIANCE WITH ORDINANCE NO. 155-13. NOT REQUIRED.",
#201406279810,2,2014/06/27,2016/03/17,ISSUED,9,2018/03/17,525000,525000,,,"1 FAMILY DWELLING",1,2,,,3,0,,12,7047,35,79,,CAINE,AV,,,,,,,,,,,,,,,"ERECT 3-STORY  0 BASEMENT  NEW SINGLE FAMILY RESIDENCE.",
#201407231913,8,2014/07/23,2016/03/17,ISSUED,9,2018/03/17,497250,497250,,,OFFICE,,2,,,5,5,,18,4154,1,1001,,POTRERO,AV,,,,,,,,,,,,,,,"BLDG #3: CONSTRUCT OF NEW ACCESSIBLE RAMP AND STAIR. DEMOLITION OF EXTG WALKWAY WITH INSTALL OF NEW ACCESSIBLE WALKWAY WITH ACCESS TO /FROM PARKING LOT NEW ACCESSIBLE ACTIVATOR TO BE INSTALLED AT EXTG PORCH. DEMO OF CONCRETE CURB  INSTALL OF NEW LIGHTS  NEW PLANTERS. N/A MAHER ORDINANCE#155-13",
#201407312656,3,2014/07/31,2016/03/07,ISSUED,9,2016/09/07,6000,6000,APARTMENTS,110,APARTMENTS,109,2,,12,12,0,,1,688,77,1450,,POST,ST,404,,MICHAEL,MILLER,4156134560,"PHASE 2 BUILDERS",1201,"MARIPOSA STREET",,"SAN FRANCISCO",CA,94117-0000,,,"UNIT 404. MERGE THIS UNIT #404 TO ADJACENT UNIT #402. (SEE SEPARATE PERMIT APPLICATION 2014-07-31-2657 FOR UNIT 402). REMOVE EXISTING KITCHENETTE & NON-STRUC. PARTITIONS & CUT OPENING IN NON-STRUCTURAL PARTITION TO CONNECT TO ADJACENT UNIT. (RESIDENTIAL CARE FACILITY).",
#201407312657,3,2014/07/31,2016/03/07,ISSUED,9,2016/07/07,4000,4000,APARTMENTS,110,APARTMENTS,109,2,,12,12,0,,1,688,75,1450,,POST,ST,402,,MICHAEL,MILLER,4156134560,"PHASE 2 BUILDERS",1201,"MARIPOSA STREET",,"SAN FRANCISCO",CA,94117-0000,,,"UNIT 402. MERGE THIS UNIT #402 TO ADJACENT UNIT #404. (SEE SEPARATE PERMIT APPLICATION 2014-07-31-2656 FOR UNIT 404). REMOVE EXISTING NON-STRUC. PARTITIONS & CUT OPENING IN NON-STRUCTURAL PARTITION TO CONNECT TO ADJACENT UNIT.(RESIDENTIAL CARE FACILITY).",
#201408123601,3,2014/08/12,2016/03/11,ISSUED,9,2017/03/11,255000,288000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,13,2625,1,2,,DOUGLASS,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"INTERIOR REMODEL OF (E) SINGLE FAM DWELLING GR: RECONFIGURE INTERIOR PARTITIONS TO ADD (1) BEDRM. RELOCATE (2)(E) BATHRMS & (E) LAUNDRY RM. 2/F: REMOVE & RECONFIGURE INTERIOR PARTITIONS TO EXPAND(E) KITCHEN. REMOVE(E) EXTERIOR WINDOWS & (E) DOORS AT SIDES & REAR OF BLDG & REPLACE W/(N) WINDOWS & (N)",
#201408194190,3,2014/08/19,2016/03/21,ISSUED,9,2017/03/21,175000,175000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,3,1,,12,6549,024A,1235,,SANCHEZ,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"PARTIAL RENOVATION OF FIRST FLOOR  COMPLETE RENOVATION AT SECOND FLOOR  NEW BAY WINDOW AT SW CORNER AT LEVEL TWO.  EXPAND AND RENOVATE EXISTING PARTIAL THIRD FLOOR AND ROOF DECK  NEW ROOF DECK AT FOURTH FLOOR.",
#201408194213,8,2014/08/19,2016/03/17,ISSUED,9,2016/09/17,2000,22000,"WAREHOUSE NO FRNITUR",0,NURSERY(FLORAL),0,2,,1,1,2,,13,3510,39,973,,MINNA,ST,,,"ALAN MARK WALDMAN",,4159741853,"PACIFIC ENGINEERING & CONSTRUCTION INC.",35,STILLMAN,ST,"SAN FRANCISCO",CA,94107-0000,,,"Change of use of 1 250 square feet of warehouse into a nursery. Addition of ADA-compliant bathroom and entry door (at roll up door).",
#201408295047,8,2014/08/29,2016/03/10,ISSUED,9,2017/03/10,150000,150000,SCHOOL,0,SCHOOL,0,2,,4,4,3,,20,1107,6,2350,,TURK,BL,,,JUSTIN,BALOUGH,9258495324,"ELECTRIC TECH CONSTRUCTION INC",1910,MARK,CT,CONCORD,CA,94520-0000,,,"AT&T:  (N) UNMANNED TELECOMMUNICATION FACILITY CONSISTING OF 9 (N) AT&T ANTENNAS AND 21 (N) RRU UNITS  AND ASSOCIATED RADIO EQUIPMENT",
#201409045432,3,2014/09/04,2016/03/07,ISSUED,9,2017/03/07,130000,250000,APARTMENTS,5,APARTMENTS,5,2,Y,3,3,3,,30,861,32,625,,HAIGHT,ST,,,DARRYL,CLARK,6508718787,CENCO,487,CABOT,RD,"SOUTH SAN FRANCISCO",CA,94080,,,"HORIZONTAL REAR ADDITION TO 2ND & 3RD FLOORS W/ MINOR INTERIOR MODIFICAITONS (SAME FOOTPRINT). CODE UPGRADES TO COMMERCIAL SPACE  MECH/ELECTRICAL  STRUCTURAL UPGRADES",
#201409045432,3,2014/09/04,2016/03/07,ISSUED,9,2017/03/07,130000,250000,APARTMENTS,5,APARTMENTS,5,2,Y,3,3,3,,30,861,32,627,,HAIGHT,ST,,,DARRYL,CLARK,6508718787,CENCO,487,CABOT,RD,"SOUTH SAN FRANCISCO",CA,94080,,,"HORIZONTAL REAR ADDITION TO 2ND & 3RD FLOORS W/ MINOR INTERIOR MODIFICAITONS (SAME FOOTPRINT). CODE UPGRADES TO COMMERCIAL SPACE  MECH/ELECTRICAL  STRUCTURAL UPGRADES",
#201409045432,3,2014/09/04,2016/03/07,ISSUED,9,2017/03/07,130000,250000,APARTMENTS,5,APARTMENTS,5,2,Y,3,3,3,,30,861,32,629,,HAIGHT,ST,0,,DARRYL,CLARK,6508718787,CENCO,487,CABOT,RD,"SOUTH SAN FRANCISCO",CA,94080,,,"HORIZONTAL REAR ADDITION TO 2ND & 3RD FLOORS W/ MINOR INTERIOR MODIFICAITONS (SAME FOOTPRINT). CODE UPGRADES TO COMMERCIAL SPACE  MECH/ELECTRICAL  STRUCTURAL UPGRADES",
#201409055508,3,2014/09/05,2016/03/09,ISSUED,9,2017/03/09,75000,125000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,3,2,,12,1546,31,534,,04TH,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"REPLACE (E) DETERIORATED FRONT STAIR W/NEW STAIR. REPLACE ROOF @ REAR PORTION OF HOUSE - ADD 2 BEDROOMS & 1 BATH IN FORMER ATTIC AREA.",
#201409095796,3,2014/09/09,2016/03/07,ISSUED,9,2017/03/07,180000,240000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,2,Y,2,2,1,,16,1677,4,827,,34TH,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"1ST FLOOR: CONVERT PORTION OF THE 1ST FLOOR TO A DWELLING UNIT# 1 INCLUDING HORIZONTAL ADDITION @ THE BACK OF THE BUILDING. 2ND FLOOR: INTERIOR ALTERATION & REMODEL INCLUDE HORIZONTAL ADDITOIN @ THE REAR OF DWELLING UNIT# 2.",
#201409186727,8,2014/09/18,2016/03/09,ISSUED,9,2017/03/09,20000,45000,APARTMENTS,6,APARTMENTS,6,2,,3,3,2,,6,1387,16,285,,27TH,AV,0,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"SOFT STORY COMPLIANCE METHOD 2012 IEBC APPENDIX 4A; MANDATORY SEISMIC RETROFIT PER SFBC CHAPTER 34B  FOUNDATION BUILDING REINFORCEMENT ON GRND FLR  ADD NEW STEEL STRONG WALLS (SSW) AT FRONT AND REAR OPENING  ADD SHEAR WALLS  HOLD DOWNS PER PLANS.",
#201409226943,8,2014/09/22,2016/03/10,ISSUED,9,2017/03/10,200000,250000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,2,2,2,,12,5296,21,4532,,03RD,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"COMPLY W/NOV 201394662 - TO REBUILD FIRE DAMAGE ON UPPER FLOOR.",
#201409226944,8,2014/09/22,2016/03/21,ISSUED,9,2018/03/21,400000,400000,"RESIDENTIAL HOTEL",17,"RESIDENTIAL HOTEL",17,2,,2,2,2,,12,5296,31,4540,,03RD,ST,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"COMPLY W/NOV 201394662 - TO REBUILD FIRE DAMAGE ON UPPER FLOOR @ 4540 -3RD ST & ACCESSORY STURCTURE @ MCKINNON ST.",
#201409257314,3,2014/09/25,2016/03/17,ISSUED,9,2017/03/17,30000,30000,OFFICE,,OFFICE,,2,,6,6,6,,11,135,8,1050,,SANSOME,ST,,,"L.D. STROBEL CO LTD",,9256863241,"L.D. STROBEL CO LTD",1022,"SHARY CIRCLE",,CONCORD,CA,94522-0000,,,"INSTALL ONE SMALL KUBOTA 21.5 GALLON DIESEL GENERATOR ON ROOF FOR EXISTING VERIZON WIRELESS MACRO WIRELESS TELECOMMUNICATIONS SERVICES FACILITY.",
#201409267435,3,2014/09/26,2016/03/01,ISSUED,9,2017/03/01,35000,35000,"TOURIST HOTEL/MOTEL",685,"TOURIST HOTEL/MOTEL",685,2,,35,35,35,,14,295,16,345,,STOCKTON,ST,,,JOHN,TEGAN,6507931746,"COMMUNICATION TECHNOLOGY SERVICES LLC",2347,LINCOLN,AV,HAYWARD,CA,94545-0000,,,"INSTALLATION OF VERIZON INDOOR DISTRIBUTED ANTENNA (IDAS) SYSTEM. INSTALL 1 RADIO RACK IN (E) COMMUNICATION ROOM (20"" X 15"" X 60""). INSTALL 1 DC POWER PLANT. INSTALL 1 AD-PA-1921-18-20 HFB ANTENNA. INSTALL 1 GPS ANTENNA.",
#201409297604,3,2014/09/29,2016/03/18,ISSUED,9,2016/07/18,3000,180000,"WAREHOUSE NO FRNITUR",0,OFFICE,0,2,,3,3,3,,32,4083,2,3130,,20TH,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"PER SF PLANNING OFFICIAL LEGITIMIZATION PROCESS - LEGITIMIZATION OF APPROX 32 081 SQ FT TO OFFICE DESIGNATION: AREA TO INCLUDE ENTIRE 2ND FLOOR (APPROX 18 274 SQ. FT) AND PORTION OF 3RD FLOOR (APPROX 12 758 SQ. FT) WORK TO INCLUDE NEW 'HI/LO' DRINKING FOUNTAIN @ 3RD FLOOR. CHANGE OF USE. MAHER: N/A.",
#201410027947,3,2014/10/02,2016/03/04,ISSUED,9,2017/03/04,175000,250000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,3,6324,9,80,,CARRIZAL,ST,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"HORIZONTAL ADDITION. 2 STORY 15'-5"" HORIZONTAL ADDITION @ REAR. 2 BEDROOMS  OFFICE & 1 ADDITIONAL BATHROOM @ 2ND FLOOR.",
#201410108636,3,2014/10/10,2016/03/22,ISSUED,9,2018/09/22,1124000,4000000,APARTMENTS,399,APARTMENTS,418,2,,28,28,28,,105,814,20,100,,"VAN NESS",AV,,,,,,,,,,,,,,,"1)CORRECT APPLN #201208026344 THE ORIGINAL UNIT COUNT FROM 399 TO 400 UNITS COUNT. 2) REVISION TO APPROVED BPA #201208026344 TO ADD 18 ADDITIONAL UNITS TO THE UNFINISHED NORTHSIDE OF LEVEL 3-9 & TO COMPLETE THE CURTAIN WALL ON THE NORTH & PORTION OF THE EAST FACADES. MEP IS INCLUDED.TO COMPLY",
#201410159002,3,2014/10/15,2016/03/08,ISSUED,9,2018/03/08,500000,780000,"1 FAMILY DWELLING",1,"2 FAMILY DWELLING",2,2,Y,2,4,1,,12,6618,3,1560,,DOLORES,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"HORIZONTAL & VERTICAL ADDITION TO EXISTING SINGLE FAMILY HOME  ONE ADDITION UNIT @ THIRD AND FOUR FLOOR.",
#201410179282,6,2014/10/17,2016/03/02,ISSUED,9,2016/09/02,10000,20000,"RETAIL SALES",,,,0,,2,,1,,16,1439,21,4334,,GEARY,BL,,,KEVIN,GRIMLEY,4154202162,"WOODS CONST CO",1485,BAYSHORE,BL,"SAN FRANCISCO",CA,94124-0000,,,"DEMOLISH COMMERCIAL BUILDING",
#201410229565,2,2014/10/22,2016/03/15,ISSUED,9,2018/03/15,780000,970000,,,"1 FAMILY DWELLING",1,2,,,3,0,,22,2754,52,162,,"GRAND VIEW",AV,,,JAMES,ZACK,4154957889,"BUILTFORM CONSTRUCTION INC.",156,"SOUTH PARK",ST,"SAN FRANCISCO",CA,94107-0000,,,"(FRONT BUILDING) TO ERECT 3 STORIES OF 1 FAMILY DWELLING. SHORING  EXCAVATION AND FOUNDATION ARE UNDER SEPARATE PERMIT.",
#201410229570,2,2014/10/22,2016/03/15,ISSUED,9,2018/03/15,500000,500000,,,"1 FAMILY DWELLING",1,2,,,3,0,,21,2754,52,162,A,"GRAND VIEW",AV,,,JAMES,ZACK,4154957889,"BUILTFORM CONSTRUCTION INC.",156,"SOUTH PARK",ST,"SAN FRANCISCO",CA,94107-0000,,,"(REAR BUILDING) TO ERECT 3 STORIES OF 1 FAMILY DWELLING. SHORING  EXCAVATION & FOUNDATION ARE UNDER SEPARATE PERMIT.",
