"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#201409297550,3,2014/09/29,2016/08/08,ISSUED,9,2017/08/08,15000,47000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,14,7114,32,278,,SADOWA,ST,,,NOEL,ROCERO,6505808874,"MNM CONSTRUCTION",278,SADOWA,ST,"SAN FRANCISCO",CA,94112-0000,,,"ADDITIONAL FAMILY ROOM & DECK  REPAIR OF DRYROT IN FRONT  SIDE & BACK. COMPLY WITH COMPLAINT # 201491444 PER PLAN.",
#201409307642,3,2014/09/30,2016/08/01,ISSUED,9,2018/08/01,525000,525000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,4,2,,12,6636,23,33,,DAY,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"REMODEL FRONT ELEVATION. REAR YARD 3-STORY ADDITION INCLUDING ROOF DECK. REMODEL KITCHEN  (N) MASTER BEDROOM & BATHROOM & RELOCATED BATHROOM. (N) SUNROOM AT (N) 4TH FLOOR.",
#201410108646,2,2014/10/10,2016/08/02,ISSUED,9,2019/02/02,1400000,1600000,,,APARTMENTS,6,2,,,4,0,,13,3510,28,949,,NATOMA,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"ERECT A FOUR STORY SIX RESIDENTIAL TYPE 5A CONST DWELLING BUILDING. COMPLIANCE W/ ORDINANCE NO. 156-13 IS NOT REQUIRED.",
#201410219510,1,2014/10/21,2016/08/10,ISSUED,9,2018/08/10,700000,700000,,,MANUFACTURING,,2,,,1,0,,5,5350,51,2283,,SHAFTER,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"ERECT 1-STORY  TYPE 3  COMMERCIAL KITCHEN FOOD PREPARATION BUILDING.",
#201411191881,3,2014/11/19,2016/08/23,ISSUED,9,2017/08/23,300000,300000,APARTMENTS,3,APARTMENTS,3,2,,2,2,2,,29,133,19,456,,VALLEJO,ST,,,"JOHN C.",POLLARD,4158260606,"S F GARAGE COMPANY INC.",1760,MISSION,ST,"SAN FRANCISCO",CA,94103-0000,,,"FRONT BLDG: UNIT #1: REMODEL UNIT INCLUDING KITCHEN & BATHROOM.  UNIT# 2:  REMODEL UNIT INCLUDING KITCHEN & BATHROOM. UNIT# 3: REMODEL UNIT INCLUDING KITCHEN & BATH. CONVERT STORAGE AREA AT 1ST FLOOR INTO HABITALBE SPACE. PROVIDE CONNECTING STAIR. NEW PRIVATE ROOF DECKS.",
#201411191887,3,2014/11/19,2016/08/23,ISSUED,9,2017/08/23,250000,250000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,2,,26,133,19,456,A,VALLEJO,ST,,,"JOHN C.",POLLARD,4158260606,"S F GARAGE COMPANY INC.",1760,MISSION,ST,"SAN FRANCISCO",CA,94103-0000,,,"REAR BLDG: BASEMENT:  CONVERT STORAGE TO HABITABLE SPACE INCLUDING STUDY  BEDROOM AND BATH. REMODEL KITCHEN AND RELOCATE STAIR TO UPPER FLOOR. AT TOP FLOOR REMODEL BEDROOMS AND BATHROOM. NEW WOOD SIDING AT FRONT. NEW WINDOW AND NEW ROOF DECK.",
#201411191947,2,2014/11/19,2016/08/02,ISSUED,9,2018/08/02,400000,687500,,,"1 FAMILY DWELLING",1,2,,,4,0,,14,5618,7,116,,ELSIE,ST,,,"ALAN MARK",WALDMAN,4159741853,"PACIFIC ENGINEERING & CONSTRUCTION INC.",470,THIRD,ST,"SAN FRANCISCO",CA,94107-0000,,,"TO ERECT 4 STORIES  NO BASEMENT  SINGLE FAMILY RESIDENCE.",
#201412012688,3,2014/12/01,2016/08/10,ISSUED,9,2018/08/10,600000,850000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,2,3,2,,15,6521,25,2877,,FOLSOM,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"PROPOSED HORIZONTAL & VERTICAL ADDITION TO (E) 2-STORY 2-UNIT BUILDING TO ACCOMODATE ADDITIONAL HABITABLE SPACE.",
#201412012691,6,2014/12/01,2016/08/25,ISSUED,9,2017/02/25,10000,10000,"PRKNG GARAGE/PRIVATE",0,,,2,,2,,2,,9,6521,25,50,,LUCKY,ST,,,JOHN,"O DONOGHUE",4153349086,"O DONOGHUE CONSTRUCTION INC.",755,VICTORIA,ST,"SAN FRANCISCO",CA,94127-0000,,,"DEMOLISH (E) GARAGE/STORAGE.",
#201412012693,2,2014/12/01,2016/08/25,ISSUED,9,2018/08/29,800000,570000,,,"1 FAMILY DWELLING",1,2,,,4,2,,9,6521,25,50,,LUCKY,ST,,,JOHN,"O DONOGHUE",4153349086,"O DONOGHUE CONSTRUCTION INC.",755,VICTORIA,ST,"SAN FRANCISCO",CA,94127-0000,,,"CONSTRUCT (N) 4-STORY SINGLE FAMILY DWELLING RESIDENCE.",
#201412043041,3,2014/12/04,2016/08/25,ISSUED,9,2016/12/25,1,1,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,1,,17,2609,60,75,,"BUENA VISTA",TR,0,,"DAVID BRIAN",MCLAIN,4153413502,"HIVE BUILDS INC",43,COTTER,ST,"SAN FRANCISCO",CA,94112-0000,,,"REVISION TO PERMIT #201403251602. DECK @ 1ST FL TO BE REPLACED  (N) STAIR W/ 1-HR WALL & PROPERTY LINE. UNBUILT ROOD DECK PERMITTED TO BE REMOVED FROM PROJECT. WORK PENDING VARIANCE CASE #20141152V. ROOF DECK APPROVED THROUGH PERMIT 201403251602.",
#201502037358,3,2015/02/03,2016/08/12,ISSUED,9,2018/08/12,320000,550000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,3,1,,12,4097,10,704,,WISCONSIN,ST,,,,,,,,,,,,,,,"RENOVATE (E) RESIDENCE  ADD A FLOOR & HORIZONTAL ADDITION @ REAR. REBUILD (E) FRONT ENTRY STAIR & BAY  RENOVATE EXISTING KITCHEN AND BATHROOMS.",
#201502067688,3,2015/02/06,2016/08/05,ISSUED,9,2017/08/05,60000,70000,APARTMENTS,5,APARTMENTS,5,2,,3,3,2,,18,471,002B,3315,,OCTAVIA,ST,,,FELIX,CHAN,6509946796,"LARA CONSTRUCTION  (KALIX INC)",62,WESTLAWN,AV,"DALY CITY",CA,94015-0000,,,"SEISMIC RETROFIT OF SOFT STORY AT GROUND LEVEL OF BUILDING IN OCMPLIANCE WITH SF ORDINANCE 66-B SFBC CH 34B & SF ADMIN BULLETIN AB106 &107; ANALYSIS BY IEBC A-4.",
#201502198787,3,2015/02/19,2016/08/25,ISSUED,9,2017/08/25,80000,500000,"RETAIL SALES",0,"RETAIL SALES",0,2,,11,11,11,,71,295,6,350,,POST,ST,,,"DICKINSON-CAMERON CONST",,7604389114,DICKINSON-CAMERON,6184,INNOVATION,WY,CARLSBAD,CA,92009-0000,,,"FACADE RENOVATION INCLUDING EXPANSION OF GLAZING AREA  REPLACEMENT OF EXTERIOR FINISHES ON GROUND AND 2ND LEVEL AND REMOVAL OF AWNING AND SCONES.",
#201502239053,3,2015/02/23,2016/08/09,ISSUED,9,2017/08/09,50000,190000,"RETAIL SALES",56,"RETAIL SALES",56,2,,4,4,4,,12,3704,17,948,,MISSION,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"T.I PROJECT ON CURRENT MCD AT 952 MISSION ST. EXPANDING MCD AREA FOR STORAGE AND (N) RETAIL SPACE AT 948 MISSION STREET. (CURRENTLY VACANT COMMERCIAL SPACE). MECH & ELECTRICAL WORK REQUIRED SEPARATE PERMIT.",
#201502239053,3,2015/02/23,2016/08/09,ISSUED,9,2017/08/09,50000,190000,"RETAIL SALES",56,"RETAIL SALES",56,2,,4,4,4,,12,3704,17,952,,MISSION,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"T.I PROJECT ON CURRENT MCD AT 952 MISSION ST. EXPANDING MCD AREA FOR STORAGE AND (N) RETAIL SPACE AT 948 MISSION STREET. (CURRENTLY VACANT COMMERCIAL SPACE). MECH & ELECTRICAL WORK REQUIRED SEPARATE PERMIT.",
